ModelYear,AutoIcevMpg,AutoHevMpg,AutoPhevMpg,LtTrkIcevMpg,LtTrkHevMpg,LtTrkPhevMpg,AutoPhevMpkwh,LtTrkPhevMpkwh,AutoBevMpkwh,LtTrkBevMpkwh,AutoPhevRange,LtTrkPhevRange,AutoBevRange,LtTrkBevRange
1991,26.727105967619067,45.707947020000034,45.707947020000034,18.681663554285727,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1992,27.06148082523811,45.707947020000034,45.707947020000034,18.93359168714287,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1993,27.276981805714307,45.707947020000034,45.707947020000034,18.796910365714297,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1994,27.408015262857155,45.707947020000034,45.707947020000034,18.654511052857153,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1995,27.582535426190493,45.707947020000034,45.707947020000034,18.662863552380962,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1996,27.76481796000002,45.707947020000034,45.707947020000034,18.78875300095239,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1997,28.170454671428587,45.707947020000034,45.707947020000034,18.876831480952394,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1998,27.4015563309524,46.097734425714314,46.097734425714314,18.672764475238104,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1999,26.159147097142874,45.60235147238098,45.60235147238098,17.987770482380963,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2000,24.657125100952396,44.34978711571431,44.34978711571431,17.340185271904772,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2001,23.502881378095253,42.6012395366667,42.6012395366667,16.855028313809534,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2002,22.977357142380967,40.97627050714288,40.97627050714288,16.65659047714287,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2003,23.350166472857158,40.0427802914286,40.0427802914286,16.7205435604762,28.49163479142859,28.49163479142859,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2004,23.41310180476192,40.51029776476193,40.51029776476193,17.016249044285722,28.540638134761927,28.540638134761927,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2005,23.739802769047632,41.20979937380955,41.20979937380955,17.36631115857144,28.415533703333356,28.415533703333356,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2006,23.968006691904776,42.29885586714288,42.29885586714288,18.296636900952393,30.5587702909524,30.5587702909524,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2007,24.07953849666668,42.8200736114286,42.8200736114286,18.640664853333345,32.52315221761907,32.52315221761907,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
2008,24.823097719523822,42.976994920000024,42.976994920000024,19.578399935714298,34.553185718095264,34.553185718095264,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,49.04761904761908,36.785714285714306
2009,25.623690334285726,43.37286694571431,43.37286694571431,21.214817892857155,37.75217193428574,37.75217193428574,2.7476190476190485,1.5111904761904769,2.9390476190476207,2.2042857142857155,25.000000000000014,18.750000000000014,49.52380952380956,37.14285714285717
2010,26.327221780952396,39.40756673476193,39.40756673476193,21.97973735809525,35.29219903190479,35.29219903190479,2.813333333333335,1.5473333333333341,2.90809523809524,2.18107142857143,25.000000000000014,18.750000000000014,52.85714285714289,39.64285714285717
2011,27.10942119428573,36.830068086190494,36.830068086190494,21.864046405238106,30.095976018095257,30.095976018095257,2.8866666666666685,1.5876666666666677,2.972857142857145,2.2296428571428586,25.000000000000014,18.750000000000014,59.52380952380956,44.642857142857174
2012,25.938080471904776,35.65142935857145,35.65142935857145,20.906530623333346,27.398078452857163,27.398078452857163,2.9495238095238108,1.6222380952380964,3.041904761904764,2.2814285714285725,25.000000000000014,18.750000000000014,68.75000000000004,51.56250000000003
2013,25.79195514666668,35.31748992000003,35.31748992000003,19.615437270952395,24.286938222380968,24.286938222380968,2.976190476190478,1.6369047619047628,3.1428571428571446,2.3571428571428585,25.000000000000014,18.750000000000014,77.39708908571433,53.52404388571432
2014,26.675565331904778,36.27608216952383,36.27608216952383,19.39866964952382,22.88294192238097,22.88294192238097,2.9522231256190494,1.623722719142858,3.215855768857145,2.4118918266666682,25.000000000000014,18.750000000000014,92.83094997142862,72.06645939047624
2015,28.185202618095254,40.34403570714288,40.34403570714288,20.581516180476203,26.986815927619062,26.986815927619062,2.87639423109524,1.5820168270000008,3.245253849952383,2.433940387428573,25.000000000000014,18.750000000000014,111.97633799047625,99.72940870952387
2016,29.89725679000002,41.624285061904786,41.624285061904786,21.357094890952396,28.890336124761923,28.890336124761923,2.876758606142859,1.5822172332380964,3.201426232190478,2.4010696740952397,25.000000000000014,18.750000000000014,130.87029093333342,129.23342014285723
2017,31.859096294761926,45.19627503666669,45.19627503666669,22.325137816666683,31.50944994809526,31.50944994809526,2.869070704619049,1.5779888874285724,3.207910178857145,2.4059326340476206,25.000000000000014,18.750000000000014,146.68599231428578,154.0139356857144
2018,32.07567556047621,48.28214253285717,48.28214253285717,22.726984758095252,35.00740811285716,35.00740811285716,2.8742189882380966,1.5808204435714295,3.188128919857145,2.3910966897619064,24.52380952380954,18.392857142857153,156.56262475714297,167.56346298095247
2019,33.24160380000002,50.064176192380984,50.064176192380984,23.67628992190478,36.795493908571444,36.795493908571444,2.8874600086666686,1.5881030049047629,3.2094067692380968,2.407055076714287,25.238095238095255,18.92857142857144,159.11436768095248,163.89045118571437
2020,34.10732372952383,50.70439759095241,50.70439759095241,24.562362110952392,37.193089664285736,37.193089664285736,2.9104410144761923,1.600742558095239,3.2349501173809543,2.4262125877619063,26.666666666666682,20.000000000000014,164.5222666190477,167.222952804762
2021,35.00436811,51.90194514,51.90194514,25.48167141,38.52928168,38.52928168,2.954601933,1.625031063,3.284034902,2.463026176,30.0,22.5,169.3783035,169.3783035
2022,36.28524444,53.89196014,53.89196014,26.7681236,40.46229159,40.46229159,2.998093493,1.648951421,3.332375694,2.49928177,30.0,22.5,173.8824999,173.8824999
2023,37.49905642,55.18920269,55.18920269,27.75156916,41.82333848,41.82333848,3.05341591,1.679378751,3.393866465,2.545399848,30.0,22.5,178.3866964,178.3866964
2024,38.28238844,55.89254067,55.89254067,29.12620009,43.54682523,43.54682523,3.103522663,1.706937465,3.449560033,2.587170025,30.0,22.5,182.8908928,182.8908928
2025,40.00615387,61.40373817,61.40373817,30.30511344,47.5414525,47.5414525,3.166611816,1.741636499,3.519683517,2.639762637,30.0,22.5,187.3950892,187.3950892
2026,39.80165438,61.07308347,61.07308347,30.36301004,47.77968148,47.77968148,3.20508772,1.762798246,3.562449418,2.671837063,30.0,22.5,191.8992857,191.8992857
2027,39.54267466,60.62762922,60.62762922,30.3031945,47.6699818,47.6699818,3.233907926,1.778649359,3.594483026,2.69586227,30.0,22.5,196.4034821,196.4034821
2028,39.32214914,60.23413326,60.23413326,30.24651153,47.48972521,47.48972521,3.240076536,1.782042095,3.601339425,2.701004569,30.0,22.5,200.9076785,200.9076785
2029,39.14631624,59.88583876,59.88583876,30.18774248,47.30087473,47.30087473,3.244657251,1.784561488,3.606430882,2.704823161,30.0,22.5,205.4118749,205.4118749
2030,39.03100161,59.5689911,59.5689911,30.1417495,47.14690808,47.14690808,3.245166855,1.78484177,3.606997306,2.705247979,30.0,22.5,209.9160714,209.9160714
2031,38.95230301,59.25190918,59.25190918,30.11116446,47.02628163,47.02628163,3.244627515,1.784545133,3.60639783,2.704798373,35.0,26.25,214.4202678,214.4202678
2032,38.8761102,58.99163765,58.99163765,30.08516223,46.92539062,46.92539062,3.244132243,1.784272733,3.605847336,2.704385502,35.0,26.25,218.9244642,218.9244642
2033,38.84440972,58.86459363,58.86459363,30.07428471,46.87708912,46.87708912,3.243755699,1.784065635,3.605428808,2.704071606,35.0,26.25,223.4286607,223.4286607
2034,38.84485953,58.83938213,58.83938213,30.06300919,46.84474732,46.84474732,3.243495104,1.783922307,3.605139158,2.703854368,35.0,26.25,227.9328571,227.9328571
2035,38.84464472,58.84581791,58.84581791,30.05130535,46.82340338,46.82340338,3.243317874,1.783824831,3.604942167,2.703706625,35.0,26.25,232.4370535,232.4370535
2036,38.84525496,58.87011626,58.87011626,30.02574694,46.80520493,46.80520493,3.243208755,1.783764815,3.604820881,2.703615661,35.0,26.25,236.94125,236.94125
2037,38.82983968,58.87259385,58.87259385,29.9916413,46.76886364,46.76886364,3.243171641,1.783744402,3.604779629,2.703584721,35.0,26.25,241.4454464,241.4454464
2038,38.80697232,58.8530729,58.8530729,29.96038855,46.72218636,46.72218636,3.243172579,1.783744918,3.604780671,2.703585503,35.0,26.25,245.9496428,245.9496428
2039,38.73797989,58.76171735,58.76171735,29.9241644,46.66923611,46.66923611,3.243215272,1.7837684,3.604828125,2.703621094,35.0,26.25,250.4538393,250.4538393
2040,38.70575618,58.7192676,58.7192676,29.90082042,46.63256396,46.63256396,3.243307362,1.783819049,3.604930483,2.703697862,35.0,26.25,254.9580357,254.9580357
2041,38.66572892,58.61851192,58.61851192,29.87188403,46.58341606,46.58341606,3.243492684,1.783920976,3.605136468,2.703852351,40.0,30.0,259.4622321,259.4622321
2042,38.64694401,58.59959979,58.59959979,29.84847463,46.54170401,46.54170401,3.243795421,1.784087482,3.605472959,2.704104719,40.0,30.0,263.9664286,263.9664286
2043,38.62448427,58.56839868,58.56839868,29.82551303,46.50237217,46.50237217,3.244179836,1.78429891,3.605900236,2.704425177,40.0,30.0,268.470625,268.470625
2044,38.58263027,58.50889592,58.50889592,29.83194311,46.5090634,46.5090634,3.244622019,1.78454211,3.606391721,2.704793791,40.0,30.0,272.9748214,272.9748214
2045,38.54805306,58.46008536,58.46008536,29.84249158,46.5255623,46.5255623,3.24509993,1.784804961,3.606922919,2.705192189,40.0,30.0,277.4790178,277.4790178
2046,38.52026456,58.41745078,58.41745078,29.85265976,46.54156873,46.54156873,3.245603659,1.785082013,3.607482813,2.70561211,40.0,30.0,281.9832143,281.9832143
2047,38.48415512,58.37137036,58.37137036,29.87030123,46.56628904,46.56628904,3.246020852,1.785311468,3.607946521,2.705959891,40.0,30.0,286.4874107,286.4874107
2048,38.45413454,58.33198355,58.33198355,29.88809658,46.5957173,46.5957173,3.246076245,1.785341935,3.608008091,2.706006069,40.0,30.0,290.9916071,290.9916071
2049,38.42181648,58.27901537,58.27901537,29.90701432,46.62658827,46.62658827,3.245793446,1.785186396,3.607693761,2.705770321,40.0,30.0,295.4958036,295.4958036
2050,38.39082411,58.2304324,58.2304324,29.92719179,46.66021206,46.66021206,3.245241821,1.784883001,3.60708063,2.705310473,40.0,30.0,300.0,300.0
