ModelYear,AutoIcevMpg,AutoHevMpg,AutoPhevMpg,LtTrkIcevMpg,LtTrkHevMpg,LtTrkPhevMpg,AutoPhevMpkwh,LtTrkPhevMpkwh,AutoBevMpkwh,LtTrkBevMpkwh,AutoPhevRange,LtTrkPhevRange,AutoBevRange,LtTrkBevRange
1975,14.290476190476193,45.70794702000002,45.70794702000002,12.207142857142864,28.60729372,28.60729372,2.78,1.5290000000000001,2.9399999999999995,2.2050000000000005,25.000000000000018,18.750000000000007,50.000000000000036,37.500000000000014
1976,15.10714285714286,45.70794702000001,45.70794702000001,11.950000000000005,28.607293720000005,28.607293720000005,2.7800000000000002,1.5290000000000004,2.94,2.2050000000000005,25.000000000000018,18.750000000000004,50.000000000000036,37.50000000000001
1977,16.150000000000006,45.70794702000001,45.70794702000001,12.128571428571432,28.607293720000012,28.607293720000012,2.7800000000000007,1.5290000000000004,2.940000000000001,2.2050000000000005,25.000000000000014,18.750000000000004,50.00000000000003,37.50000000000001
1978,17.419047619047628,45.707947020000034,45.707947020000034,12.74285714285715,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1979,18.880952380952394,45.707947020000034,45.707947020000034,13.75238095238096,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1980,20.74761904761906,45.707947020000034,45.707947020000034,15.114285714285723,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1981,22.345519693333348,45.707947020000034,45.707947020000034,16.761846661904773,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1982,23.50296162380954,45.707947020000034,45.707947020000034,18.090548634761916,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1983,23.829233144761915,45.707947020000034,45.707947020000034,18.21409113095239,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1984,24.212166246190492,45.707947020000034,45.707947020000034,18.63926022666668,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1985,24.679918943333348,45.707947020000034,45.707947020000034,19.174465406190485,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1986,25.39835727666668,45.707947020000034,45.707947020000034,19.522900692857153,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1987,25.879913407142872,45.707947020000034,45.707947020000034,19.519138782380963,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1988,26.043607960952396,45.707947020000034,45.707947020000034,19.187748624285728,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1989,26.22668540380954,45.707947020000034,45.707947020000034,18.71758625952382,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
1990,26.42009768619049,45.707947020000034,45.707947020000034,18.62705694619049,28.607293720000023,28.607293720000023,2.780000000000001,1.5290000000000008,2.9400000000000017,2.2050000000000014,25.000000000000014,18.750000000000014,50.00000000000003,37.50000000000003
