Geo,Year,MetroLandArea,TownLandArea,RuralAveDensity
Lincoln,2030,0,27.279272496704078,0.1796875
Linn,2030,27.63558537762465,25.589789816477985,0.1609375
Malheur,2030,0,16.50524688,0.1234375
Marion,2030,58.64574579916698,25.27615691681036,0.309375
Morrow,2030,0,10.86349608412731,0.2015625
Multnomah,2030,147.98684569750364,0,0.221875
Polk,2030,7.948817979341352,15.638426526784523,0.2390625
Sherman,2030,0,2.805395297,0.0046875
Tillamook,2030,0,9.0970065165612,0.0640625
Umatilla,2030,0,50.18666315944386,0.1609375
Union,2030,0,12.46626298,0.3265625
Wallowa,2030,0,4.019664063,0.0609375
Wasco,2030,0,10.453872306592524,0.340625
Washington,2030,120.7500835385017,3.5647714559785757,0.50625
Wheeler,2030,0,1.606486875,0.0015625
Yamhill,2030,0,27.55546424197087,0.403125
Baker,2035,0,12.6196476,0.128125
Benton,2035,28.840552646450533,0.5297123346529983,0.2625
Clackamas,2035,92.32469357700127,18.68712205333681,0.428125
Clatsop,2035,0,20.729395993712366,0.0953125
Columbia,2035,0,20.47931091729779,0.2265625
Coos,2035,0,23.92356109673745,0.221875
Crook,2035,0,15.889970163131192,0.0609375
Curry,2035,0,21.14871868167281,0.1234375
Deschutes,2035,35.25626350005503,34.27766586465483,0.26
Douglas,2035,0,44.86348164958994,0.2828125
Gilliam,2035,0,4.655964063,0.003125
Grant,2035,0,12.17334425,0.01875
Harney,2035,0,6.532801612581321,0.2640625
Hood River,2035,0,6.277032824,0.2765625
Jackson,2035,46.591120505665195,3.9272142420100806,0.409375
Jefferson,2035,0,7.099833974348998,0.3140625
Josephine,2035,18.197383799457125,3.003835792839582,0.23125
Klamath,2035,0,38.51428133449108,0.0875
Lake,2035,0,5.988944295514652,0.1
Lane,2035,71.52627590235386,29.291888934823817,0.25625
Lincoln,2035,0,27.73495375462671,0.1796875
Linn,2035,27.871557306374786,26.069126152324742,0.1609375
Malheur,2035,0,16.50524688,0.1234375
Marion,2035,59.05298037625893,25.918196327167493,0.309375
Morrow,2035,0,11.091705554313343,0.2015625
Multnomah,2035,149.22338034284013,0,0.221875
Polk,2035,8.08830320514052,16.491051257746243,0.2390625
Sherman,2035,0,2.805395297,0.0046875
Tillamook,2035,0,9.255219108795746,0.0640625
Umatilla,2035,0,51.096319004840154,0.1609375
Union,2035,0,12.46626298,0.3265625
Wallowa,2035,0,4.019664063,0.0609375
Wasco,2035,0,10.616461455717186,0.340625
Washington,2035,121.60753469853424,3.7363009197123582,0.50625
Wheeler,2035,0,1.606486875,0.0015625
Yamhill,2035,0,28.455293669028034,0.403125
Baker,2040,0,12.6196476,0.128125
Benton,2040,29.097773946918448,0.5380643825648186,0.2625
Clackamas,2040,95.85859829085142,21.88703839830921,0.428125
Clatsop,2040,0,21.024384523770205,0.0953125
Columbia,2040,0,21.013773418141444,0.2265625
Coos,2040,0,24.1113675876755,0.221875
Crook,2040,0,16.3807233596086,0.0609375
Curry,2040,0,21.51786134655854,0.1234375
Deschutes,2040,36.01114408452647,36.45964478596128,0.26
Douglas,2040,0,45.808861602036785,0.2828125
Gilliam,2040,0,4.655964063,0.003125
Grant,2040,0,12.17334425,0.01875
Harney,2040,0,6.532801612581321,0.2640625
Hood River,2040,0,6.451531541,0.2765625
Jackson,2040,46.98682058172595,4.0732908191974495,0.409375
Jefferson,2040,0,7.303915969363666,0.3140625
Josephine,2040,18.38616941508517,3.0860845810308803,0.23125
Klamath,2040,0,38.66298868364218,0.0875
Lake,2040,0,5.988944295514652,0.1
Lane,2040,71.94379188866209,30.04287069865681,0.25625
Lincoln,2040,0,28.000441839081905,0.1796875
Linn,2040,28.074402825006473,26.506511958727682,0.1609375
Malheur,2040,0,16.50524688,0.1234375
Marion,2040,59.410879939953034,26.45118806437787,0.309375
Morrow,2040,0,11.305502197837425,0.2015625
Multnomah,2040,150.46023295937192,0,0.221875
Polk,2040,8.232303140560722,17.346553925811985,0.2390625
Sherman,2040,0,2.805395297,0.0046875
Tillamook,2040,0,9.411806475790913,0.0640625
Umatilla,2040,0,51.95243000166942,0.1609375
Union,2040,0,12.477322945320632,0.3265625
Wallowa,2040,0,4.019664063,0.0609375
Wasco,2040,0,10.771447988175645,0.340625
Washington,2040,123.84192731862193,3.993536049158916,0.50625
Wheeler,2040,0,1.606486875,0.0015625
Yamhill,2040,0,29.362557608687453,0.403125
Baker,2045,0,12.6196476,0.128125
Benton,2045,29.304394095556034,0.5448337330709583,0.2625
Clackamas,2045,95.85859829085142,21.88703839830921,0.428125
Clatsop,2045,0,21.275227646943907,0.0953125
Columbia,2045,0,21.511756027789684,0.2265625
Coos,2045,0,24.290200071194228,0.221875
Crook,2045,0,16.813400808430718,0.0609375
Curry,2045,0,21.853378966280648,0.1234375
Deschutes,2045,36.73902944943333,38.70879135949035,0.26
Douglas,2045,0,46.753283659872615,0.2828125
Gilliam,2045,0,4.655964063,0.003125
Grant,2045,0,12.17334425,0.01875
Harney,2045,0,6.532801612581321,0.2640625
Hood River,2045,0,6.622502114,0.2765625
Jackson,2045,47.381619376081,4.213872137794084,0.409375
Jefferson,2045,0,7.486003569605774,0.3140625
Josephine,2045,18.571794396579516,3.1746195211254324,0.23125
Klamath,2045,0,38.85443786753799,0.0875
Lake,2045,0,5.988944295514652,0.1
Lane,2045,72.31755325772444,30.726743699483595,0.25625
Lincoln,2045,0,28.17528577059623,0.1796875
Linn,2045,28.267188193604444,26.92716151097755,0.1609375
Malheur,2045,0,16.50524688,0.1234375
Marion,2045,59.72657363171094,26.884808664202488,0.309375
Morrow,2045,0,11.510946785573251,0.2015625
Multnomah,2045,151.38962514363362,0,0.221875
Polk,2045,8.380851562544482,18.231974930600323,0.2390625
Sherman,2045,0,2.805395297,0.0046875
Tillamook,2045,0,9.560246931949457,0.0640625
Umatilla,2045,0,52.756165173328924,0.1609375
Union,2045,0,12.538350041724847,0.3265625
Wallowa,2045,0,4.019664063,0.0609375
Wasco,2045,0,10.922529406293203,0.340625
Washington,2045,124.555278738178,4.062522266158341,0.50625
Wheeler,2045,0,1.606486875,0.0015625
Yamhill,2045,0,30.252577340320197,0.403125
Baker,2050,0,12.6196476,0.128125
Benton,2050,29.510359857872643,0.5515616793315934,0.2625
Clackamas,2050,96.28789100942106,23.510979330128833,0.428125
Clatsop,2050,0,21.482105928816388,0.0953125
Columbia,2050,0,21.988281324347795,0.2265625
Coos,2050,0,24.416342273382007,0.221875
Crook,2050,0,17.197655728321426,0.0609375
Curry,2050,0,22.250988004661732,0.1234375
Deschutes,2050,37.454502555837585,41.06957076422108,0.26
Douglas,2050,0,47.680958787575136,0.2828125
Gilliam,2050,0,4.655964063,0.003125
Grant,2050,0,12.17334425,0.01875
Harney,2050,0,6.532801612581321,0.2640625
Hood River,2050,0,6.786669157,0.2765625
Jackson,2050,47.738424834635445,4.358735767672433,0.409375
Jefferson,2050,0,7.658887816884028,0.3140625
Josephine,2050,18.748838645682625,3.260911820841307,0.23125
Klamath,2050,0,39.038247851189354,0.0875
Lake,2050,0,5.988944295514652,0.1
Lane,2050,72.68287601258525,31.38047010618531,0.25625
Lincoln,2050,0,28.312088362499342,0.1796875
Linn,2050,28.456137259817055,27.338772783913267,0.1609375
Malheur,2050,0,16.50524688,0.1234375
Marion,2050,60.03437263523141,27.26951526917021,0.309375
Morrow,2050,0,11.717496596138727,0.2015625
Multnomah,2050,152.31889164061482,0,0.221875
Polk,2050,8.526546258903005,19.107584431370277,0.2390625
Sherman,2050,0,2.805395297,0.0046875
Tillamook,2050,0,9.685802489124978,0.0640625
Umatilla,2050,0,53.56351893917476,0.1609375
Union,2050,0,12.600515582672337,0.3265625
Wallowa,2050,0,4.019664063,0.0609375
Wasco,2050,0,11.073390887285699,0.340625
Washington,2050,124.555278738178,4.062522266158341,0.50625
Wheeler,2050,0,1.606486875,0.0015625
Yamhill,2050,0,31.159711744963264,0.403125
