Geo,Year,AveHhSize,Prop1PerHh
Multnomah,2010,2.371878089,0.330978111
Polk,2010,2.640263591,0.2363351
Sherman,2010,2.261037891,0.312196915
Tillamook,2010,2.317248764,0.299505558
Umatilla,2010,2.661976936,0.251451967
Union,2010,2.437281713,0.261938142
Wallowa,2010,2.241565074,0.323228894
Wasco,2010,2.411927512,0.275497536
Washington,2010,2.631647446,0.250470957
Wheeler,2010,2.071878089,0.332819407
Yamhill,2010,2.74785832,0.220118127
Baker,2015,2.195469522,0.313670886
Benton,2015,2.386326194,0.284527945
Clackamas,2015,2.581762768,0.244872401
Clatsop,2015,2.302075783,0.317353325
Columbia,2015,2.585634267,0.249972096
Coos,2015,2.343789127,0.320026858
Crook,2015,2.345782537,0.267809452
Curry,2015,2.122257002,0.336998868
Deschutes,2015,2.471943987,0.246951209
Douglas,2015,2.391598023,0.26766633
Gilliam,2015,2.201499176,0.343304671
Grant,2015,2.179011532,0.309102818
Harney,2015,2.247215815,0.256291673
Hood River,2015,2.60538715,0.260045506
Jackson,2015,2.41568369,0.286785485
Jefferson,2015,2.735551895,0.23344804
Josephine,2015,2.360609555,0.293117312
Klamath,2015,2.381037891,0.269466111
Lake,2015,2.078171334,0.337299968
Lane,2015,2.3776771,0.291679845
Lincoln,2015,2.214398682,0.320383773
Linn,2015,2.587281713,0.249587925
Malheur,2015,2.643607908,0.279687021
Marion,2015,2.730971993,0.255167743
Morrow,2015,2.900214168,0.217228507
Multnomah,2015,2.395370675,0.329242756
Polk,2015,2.651630972,0.237330029
Sherman,2015,2.184546952,0.324193675
Tillamook,2015,2.35985173,0.304425652
Umatilla,2015,2.67723229,0.259142985
Union,2015,2.433805601,0.263672518
Wallowa,2015,2.197808896,0.339493051
Wasco,2015,2.411301483,0.279073557
Washington,2015,2.647693575,0.248482592
Wheeler,2015,2.005370675,0.341300068
Yamhill,2015,2.742998353,0.228860575
Baker,2020,2.203333333,0.328
Benton,2020,2.39,0.277666667
Clackamas,2020,2.586666667,0.242666667
Clatsop,2020,2.34,0.316333333
Columbia,2020,2.6,0.262
Coos,2020,2.36,0.322
Crook,2020,2.336666667,0.284333333
Curry,2020,2.126666667,0.352
Deschutes,2020,2.49,0.247
Douglas,2020,2.376666667,0.269333333
Gilliam,2020,2.326666667,0.31
Grant,2020,2.19,0.310333333
Harney,2020,2.27,0.241
Hood River,2020,2.606666667,0.272
Jackson,2020,2.433333333,0.285
Jefferson,2020,2.84,0.236333333
Josephine,2020,2.353333333,0.285333333
Klamath,2020,2.386666667,0.274333333
Lake,2020,2.086666667,0.354666667
Lane,2020,2.393333333,0.293333333
Lincoln,2020,2.253333333,0.319333333
Linn,2020,2.593333333,0.250333333
Malheur,2020,2.616666667,0.28
Marion,2020,2.763333333,0.253666667
Morrow,2020,2.846666667,0.201
Multnomah,2020,2.423333333,0.323666667
Polk,2020,2.676666667,0.235333333
Sherman,2020,2.116666667,0.321
Tillamook,2020,2.4,0.306666667
Umatilla,2020,2.683333333,0.258666667
Union,2020,2.436666667,0.263333333
Wallowa,2020,2.17,0.327666667
Wasco,2020,2.436666667,0.279333333
Washington,2020,2.66,0.243333333
Wheeler,2020,2.043333333,0.325
Yamhill,2020,2.73,0.233
Baker,2025,2.203333333,0.328
Benton,2025,2.39,0.277666667
Clackamas,2025,2.586666667,0.242666667
Clatsop,2025,2.34,0.316333333
Columbia,2025,2.6,0.262
Coos,2025,2.36,0.322
Crook,2025,2.336666667,0.284333333
Curry,2025,2.126666667,0.352
Deschutes,2025,2.49,0.247
Douglas,2025,2.376666667,0.269333333
Gilliam,2025,2.326666667,0.31
Grant,2025,2.19,0.310333333
Harney,2025,2.27,0.241
Hood River,2025,2.606666667,0.272
Jackson,2025,2.433333333,0.285
Jefferson,2025,2.84,0.236333333
Josephine,2025,2.353333333,0.285333333
Klamath,2025,2.386666667,0.274333333
Lake,2025,2.086666667,0.354666667
Lane,2025,2.393333333,0.293333333
Lincoln,2025,2.253333333,0.319333333
Linn,2025,2.593333333,0.250333333
Malheur,2025,2.616666667,0.28
Marion,2025,2.763333333,0.253666667
Morrow,2025,2.846666667,0.201
Multnomah,2025,2.423333333,0.323666667
Polk,2025,2.676666667,0.235333333
Sherman,2025,2.116666667,0.321
Tillamook,2025,2.4,0.306666667
Umatilla,2025,2.683333333,0.258666667
Union,2025,2.436666667,0.263333333
Wallowa,2025,2.17,0.327666667
Wasco,2025,2.436666667,0.279333333
Washington,2025,2.66,0.243333333
Wheeler,2025,2.043333333,0.325
Yamhill,2025,2.73,0.233
Baker,2030,2.203333333,0.328
Benton,2030,2.39,0.277666667
Clackamas,2030,2.586666667,0.242666667
Clatsop,2030,2.34,0.316333333
Columbia,2030,2.6,0.262
Coos,2030,2.36,0.322
Crook,2030,2.336666667,0.284333333
Curry,2030,2.126666667,0.352
Deschutes,2030,2.49,0.247
Douglas,2030,2.376666667,0.269333333
Gilliam,2030,2.326666667,0.31
Grant,2030,2.19,0.310333333
Harney,2030,2.27,0.241
Hood River,2030,2.606666667,0.272
Jackson,2030,2.433333333,0.285
Jefferson,2030,2.84,0.236333333
Josephine,2030,2.353333333,0.285333333
Klamath,2030,2.386666667,0.274333333
Lake,2030,2.086666667,0.354666667
Lane,2030,2.393333333,0.293333333
Lincoln,2030,2.253333333,0.319333333
Linn,2030,2.593333333,0.250333333
Malheur,2030,2.616666667,0.28
Marion,2030,2.763333333,0.253666667
Morrow,2030,2.846666667,0.201
Multnomah,2030,2.423333333,0.323666667
Polk,2030,2.676666667,0.235333333
Sherman,2030,2.116666667,0.321
Tillamook,2030,2.4,0.306666667
Umatilla,2030,2.683333333,0.258666667
Union,2030,2.436666667,0.263333333
Wallowa,2030,2.17,0.327666667
Wasco,2030,2.436666667,0.279333333
Washington,2030,2.66,0.243333333
Wheeler,2030,2.043333333,0.325
Yamhill,2030,2.73,0.233
Baker,2035,2.203333333,0.328
Benton,2035,2.39,0.277666667
Clackamas,2035,2.586666667,0.242666667
Clatsop,2035,2.34,0.316333333
Columbia,2035,2.6,0.262
Coos,2035,2.36,0.322
Crook,2035,2.336666667,0.284333333
Curry,2035,2.126666667,0.352
Deschutes,2035,2.49,0.247
Douglas,2035,2.376666667,0.269333333
Gilliam,2035,2.326666667,0.31
Grant,2035,2.19,0.310333333
Harney,2035,2.27,0.241
Hood River,2035,2.606666667,0.272
Jackson,2035,2.433333333,0.285
Jefferson,2035,2.84,0.236333333
Josephine,2035,2.353333333,0.285333333
Klamath,2035,2.386666667,0.274333333
Lake,2035,2.086666667,0.354666667
Lane,2035,2.393333333,0.293333333
Lincoln,2035,2.253333333,0.319333333
Linn,2035,2.593333333,0.250333333
Malheur,2035,2.616666667,0.28
Marion,2035,2.763333333,0.253666667
Morrow,2035,2.846666667,0.201
Multnomah,2035,2.423333333,0.323666667
Polk,2035,2.676666667,0.235333333
Sherman,2035,2.116666667,0.321
Tillamook,2035,2.4,0.306666667
Umatilla,2035,2.683333333,0.258666667
Union,2035,2.436666667,0.263333333
Wallowa,2035,2.17,0.327666667
Wasco,2035,2.436666667,0.279333333
Washington,2035,2.66,0.243333333
Wheeler,2035,2.043333333,0.325
Yamhill,2035,2.73,0.233
Baker,2040,2.203333333,0.328
Benton,2040,2.39,0.277666667
Clackamas,2040,2.586666667,0.242666667
Clatsop,2040,2.34,0.316333333
Columbia,2040,2.6,0.262
Coos,2040,2.36,0.322
Crook,2040,2.336666667,0.284333333
Curry,2040,2.126666667,0.352
Deschutes,2040,2.49,0.247
Douglas,2040,2.376666667,0.269333333
Gilliam,2040,2.326666667,0.31
Grant,2040,2.19,0.310333333
Harney,2040,2.27,0.241
Hood River,2040,2.606666667,0.272
Jackson,2040,2.433333333,0.285
Jefferson,2040,2.84,0.236333333
Josephine,2040,2.353333333,0.285333333
Klamath,2040,2.386666667,0.274333333
Lake,2040,2.086666667,0.354666667
Lane,2040,2.393333333,0.293333333
Lincoln,2040,2.253333333,0.319333333
Linn,2040,2.593333333,0.250333333
Malheur,2040,2.616666667,0.28
Marion,2040,2.763333333,0.253666667
Morrow,2040,2.846666667,0.201
Multnomah,2040,2.423333333,0.323666667
Polk,2040,2.676666667,0.235333333
Sherman,2040,2.116666667,0.321
Tillamook,2040,2.4,0.306666667
Umatilla,2040,2.683333333,0.258666667
Union,2040,2.436666667,0.263333333
Wallowa,2040,2.17,0.327666667
Wasco,2040,2.436666667,0.279333333
Washington,2040,2.66,0.243333333
Wheeler,2040,2.043333333,0.325
Yamhill,2040,2.73,0.233
Baker,2045,2.203333333,0.328
Benton,2045,2.39,0.277666667
Clackamas,2045,2.586666667,0.242666667
Clatsop,2045,2.34,0.316333333
Columbia,2045,2.6,0.262
Coos,2045,2.36,0.322
Crook,2045,2.336666667,0.284333333
Curry,2045,2.126666667,0.352
Deschutes,2045,2.49,0.247
Douglas,2045,2.376666667,0.269333333
Gilliam,2045,2.326666667,0.31
Grant,2045,2.19,0.310333333
Harney,2045,2.27,0.241
Hood River,2045,2.606666667,0.272
Jackson,2045,2.433333333,0.285
Jefferson,2045,2.84,0.236333333
Josephine,2045,2.353333333,0.285333333
Klamath,2045,2.386666667,0.274333333
Lake,2045,2.086666667,0.354666667
Lane,2045,2.393333333,0.293333333
Lincoln,2045,2.253333333,0.319333333
Linn,2045,2.593333333,0.250333333
Malheur,2045,2.616666667,0.28
Marion,2045,2.763333333,0.253666667
Morrow,2045,2.846666667,0.201
Multnomah,2045,2.423333333,0.323666667
Polk,2045,2.676666667,0.235333333
Sherman,2045,2.116666667,0.321
Tillamook,2045,2.4,0.306666667
Umatilla,2045,2.683333333,0.258666667
Union,2045,2.436666667,0.263333333
Wallowa,2045,2.17,0.327666667
Wasco,2045,2.436666667,0.279333333
Washington,2045,2.66,0.243333333
Wheeler,2045,2.043333333,0.325
Yamhill,2045,2.73,0.233
Baker,2050,2.203333333,0.328
Benton,2050,2.39,0.277666667
Clackamas,2050,2.586666667,0.242666667
Clatsop,2050,2.34,0.316333333
Columbia,2050,2.6,0.262
Coos,2050,2.36,0.322
Crook,2050,2.336666667,0.284333333
Curry,2050,2.126666667,0.352
Deschutes,2050,2.49,0.247
Douglas,2050,2.376666667,0.269333333
Gilliam,2050,2.326666667,0.31
Grant,2050,2.19,0.310333333
Harney,2050,2.27,0.241
Hood River,2050,2.606666667,0.272
Jackson,2050,2.433333333,0.285
Jefferson,2050,2.84,0.236333333
Josephine,2050,2.353333333,0.285333333
Klamath,2050,2.386666667,0.274333333
Lake,2050,2.086666667,0.354666667
Lane,2050,2.393333333,0.293333333
Lincoln,2050,2.253333333,0.319333333
Linn,2050,2.593333333,0.250333333
Malheur,2050,2.616666667,0.28
Marion,2050,2.763333333,0.253666667
Morrow,2050,2.846666667,0.201
Multnomah,2050,2.423333333,0.323666667
Polk,2050,2.676666667,0.235333333
Sherman,2050,2.116666667,0.321
Tillamook,2050,2.4,0.306666667
Umatilla,2050,2.683333333,0.258666667
Union,2050,2.436666667,0.263333333
Wallowa,2050,2.17,0.327666667
Wasco,2050,2.436666667,0.279333333
Washington,2050,2.66,0.243333333
Wheeler,2050,2.043333333,0.325
Yamhill,2050,2.73,0.233
