Geo,Year,AutoFatal,AutoInjur,BikeFatal,BikeInjur,WalkFatal,WalkInjur,BusFatal,BusInjur,RailFatal,RailInjur
GrantsPass,2000,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
GrantsPass,2005,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
GrantsPass,2010,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
GrantsPass,2015,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
GrantsPass,2020,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2025,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2030,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2035,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2040,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2045,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
GrantsPass,2050,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,1990,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,1995,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,2000,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,2005,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,2010,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,2015,1.4,51.35,5.7,214.5,2.1,119.5,0.004,1.458,0.009,0.155
None,2020,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2025,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2030,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2035,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2040,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2045,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
None,2050,0.454974533,16.68781592,1.852396314,69.70859813,0.6824618,38.83532623,0.001299927,0.473823478,0.002924836,0.05037218
