"Geo","Year","AutoFatal","AutoInjur","BikeFatal","BikeInjur","WalkFatal","WalkInjur","BusFatal","BusInjur","RailFatal","RailInjur"
"Albany",1990,0.758904859629513,118.708829641327,0.162836973214744,14.3601337177448,0.257572362717146,4.58514722548555,0.00203310067455119,0.0801964233590859,0.00772578256329453,0.22898520389632
"Bend",1990,0.758904859629513,118.708829641327,0.162836973214744,14.3601337177448,0.257572362717146,4.58514722548555,0.00203310067455119,0.0801964233590859,0.00772578256329453,0.22898520389632
"Corvallis",1990,0.559570647366638,130.042894273793,0,21.0754761896703,0.278613128533704,6.36424045837756,0.00203310067455119,0,0.00772578256329453,0.291180565314935
"EugeneSpringfield",1990,0.609583985900514,125.611475379809,0.105223129946685,10.5147177858488,0.450099801151113,4.74222124743836,0.00203310067455119,0.747656083469793,0.00772578256329453,0.213958199960528
"GrantsPass",1990,0.758904859629513,118.708829641327,0.162836973214744,14.3601337177448,0.257572362717146,4.58514722548555,0.00203310067455119,0.0801964233590859,0.00772578256329453,0.22898520389632
"Metro",1990,0.506734528025852,146.55357415155,0.0682215198929921,7.46582936361632,0.31400386964786,6.23456655014143,0.00203310067455119,0.419608764679536,0.00772578256329453,0.321833738779671
"None",1990,2.29734619540111,71.6319931199877,0.0469186469936728,1.38610005065799,0.230150318977372,1.439948638425,0.00203310067455119,0.0428974995991007,0.00772578256329453,0.114976727556915
"RogueValley",1990,0.370996334325904,129.535659369797,0.0398063311416815,8.27497523378513,0.44982663181138,4.32907166471677,0.00203310067455119,0.123373067811916,0.00772578256329453,0.406720181612518
"SalemKeizer",1990,0.559658642405598,154.954695380736,0.056074367534905,7.87858236245244,0.363002130150483,5.92329214179919,0.00203310067455119,0.0839024939157817,0.00772578256329453,0
"Albany",1995,0.542074899735366,84.7920211723765,0.116312123724817,10.2572383698177,0.183980259083676,3.27510516106111,0.00145221476753657,0.0572831595422042,0.00551841611663895,0.163560859925943
"Bend",1995,0.542074899735366,84.7920211723765,0.116312123724817,10.2572383698177,0.183980259083676,3.27510516106111,0.00145221476753657,0.0572831595422042,0.00551841611663895,0.163560859925943
"Corvallis",1995,0.399693319547599,92.8877816241377,0,15.0539115640502,0.199009377524075,4.54588604169826,0.00145221476753657,0,0.00551841611663895,0.207986118082096
"EugeneSpringfield",1995,0.435417132786081,89.7224824141493,0.0751593785333467,7.51051270417772,0.321499857965081,3.3873008910274,0.00145221476753657,0.534040059621281,0.00551841611663895,0.152827285686091
"GrantsPass",1995,0.542074899735366,84.7920211723765,0.116312123724817,10.2572383698177,0.183980259083676,3.27510516106111,0.00145221476753657,0.0572831595422042,0.00551841611663895,0.163560859925943
"Metro",1995,0.36195323430418,104.681124393964,0.0487296570664229,5.33273525972595,0.2242884783199,4.45326182152959,0.00145221476753657,0.299720546199669,0.00551841611663895,0.229881241985479
"None",1995,1.64096156814365,51.1657093714198,0.0335133192811949,0.990071464755704,0.164393084983837,1.02853474173214,0.00145221476753657,0.0306410711422148,0.00551841611663895,0.0821262339692252
"RogueValley",1995,0.26499738166136,92.5254709784263,0.0284330936726297,5.91069659556081,0.321304737008129,3.09219404622626,0.00145221476753657,0.0881236198656542,0.00551841611663895,0.290514415437513
"SalemKeizer",1995,0.399756173146856,110.681925271954,0.0400531196677893,5.62755883032317,0.259287235821774,4.23092295842799,0.00145221476753657,0.0599303527969869,0.00551841611663895,0
"Albany",2000,0.442694501450549,69.2468172907742,0.0949882343752672,8.37674466868446,0.150250544918335,2.67466921486657,0.0011859753934882,0.0467812469594668,0.00450670649525514,0.133574702272854
"Bend",2000,0.442694501450549,69.2468172907742,0.0949882343752672,8.37674466868446,0.150250544918335,2.67466921486657,0.0011859753934882,0.0467812469594668,0.00450670649525514,0.133574702272854
"Corvallis",2000,0.326416210963872,75.8583549930458,0,12.2940277773077,0.162524324977994,3.71247360072025,0.0011859753934882,0,0.00450670649525514,0.169855329767045
"EugeneSpringfield",2000,0.355590658441966,73.2733606382219,0.0613801591355664,6.13358537507847,0.262558217338149,2.76629572767237,0.0011859753934882,0.436132715357379,0.00450670649525514,0.124808949976974
"GrantsPass",2000,0.442694501450549,69.2468172907742,0.0949882343752672,8.37674466868446,0.150250544918335,2.67466921486657,0.0011859753934882,0.0467812469594668,0.00450670649525514,0.133574702272854
"Metro",2000,0.295595141348414,85.4895849217372,0.0397958866042454,4.35506712877619,0.183168923961252,3.6368304875825,0.0011859753934882,0.244771779396396,0.00450670649525514,0.187736347621475
"None",2000,1.34011861398398,41.7853293199929,0.0273692107463091,0.808558362883825,0.1342543527368,0.839970039081249,0.0011859753934882,0.0250235414328087,0.00450670649525514,0.0670697577415339
"RogueValley",2000,0.216414528356777,75.5624679657148,0.0232203598326476,4.82706888637466,0.262398868556639,2.52529180441811,0.0011859753934882,0.0719676228902843,0.00450670649525514,0.237253439273969
"SalemKeizer",2000,0.326467541403266,90.390238972096,0.0327100477286946,4.59583971143059,0.211751242587782,3.45525374938286,0.0011859753934882,0.0489431214508727,0.00450670649525514,0
"Albany",2005,0.409567702022277,64.0650826635734,0.0878802712587506,7.74991343497338,0.139007306863222,2.47452389946839,0.00109722893547207,0.0432806094318876,0.00416946995479388,0.12357931638849
"Bend",2005,0.409567702022277,64.0650826635734,0.0878802712587506,7.74991343497338,0.139007306863222,2.47452389946839,0.00109722893547207,0.0432806094318876,0.00416946995479388,0.12357931638849
"Corvallis",2005,0.30199050810263,70.1818794493485,0,11.3740665150601,0.150362640795968,3.43466945372757,0.00109722893547207,0,0.00416946995479388,0.157145066995362
"EugeneSpringfield",2005,0.328981833660595,67.7903200462461,0.056787086002973,5.67460959871205,0.242911003795839,2.55929400655403,0.00109722893547207,0.403496933936079,0.00416946995479388,0.115469504740602
"GrantsPass",2005,0.409567702022277,64.0650826635734,0.0878802712587506,7.74991343497338,0.139007306863222,2.47452389946839,0.00109722893547207,0.0432806094318876,0.00416946995479388,0.12357931638849
"Metro",2005,0.273475777029825,79.0924050976617,0.0368179631168529,4.02917775179294,0.169462405841702,3.36468670960014,0.00109722893547207,0.226455523795305,0.00416946995479388,0.17368804950014
"None",2005,1.23983762926409,38.6585359695172,0.0253211745680139,0.748053995593199,0.124208108654455,0.777115138197618,0.00109722893547207,0.0231510315296734,0.00416946995479388,0.0620509323323035
"RogueValley",2005,0.200220243921916,69.9081336281443,0.0214827818859869,4.46585964997928,0.242763579072808,2.33632439048206,0.00109722893547207,0.066582290565161,0.00416946995479388,0.219499780552788
"SalemKeizer",2005,0.302037997488736,83.6263435388099,0.0302623570823297,4.2519333384664,0.195905911509785,3.19669734636782,0.00109722893547207,0.0452807110021679,0.00416946995479388,0
"Albany",2010,0.358371739269492,56.0569473306267,0.0768952373514068,6.78117425560171,0.121631393505319,2.16520841203484,0.000960075318538063,0.0378705332529017,0.00364828621044464,0.108131901839929
"Bend",2010,0.358371739269492,56.0569473306267,0.0768952373514068,6.78117425560171,0.121631393505319,2.16520841203484,0.000960075318538063,0.0378705332529017,0.00364828621044464,0.108131901839929
