Geo,Year,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
Malheur,2040,7900.498039,2694.094944,4999.901463,12054.73864,4323.108577,5534.258244
Marion,2040,83367.67679,28468.87941,53075.21919,123635.9686,44398.86392,48937.46764
Morrow,2040,3134.782843,1069.732939,1536.174391,4277.361344,1703.16937,1650.489241
Multnomah,2040,152470.9995,49581.22424,147233.5968,332929.8559,105022.0695,92643.51544
Polk,2040,18092.17231,7120.253995,12838.04179,27508.48341,11824.04669,12952.32673
Sherman,2040,343.0321088,113.2646205,202.5096474,665.847705,324.1609718,463.1373738
Tillamook,2040,4708.130397,1768.749431,2932.608441,9143.461595,5241.215015,6431.284592
Umatilla,2040,19846.22329,6726.896577,12250.81322,29419.19404,11013.55601,11682.91148
Union,2040,5757.237825,2285.370493,4267.968549,8975.348697,4451.774053,5145.865342
Wallowa,2040,1311.833192,379.9347276,785.0466211,2404.801688,1593.7845,1906.597432
Wasco,2040,5802.317419,2005.803963,3467.061652,9194.328177,4481.343701,5244.680219
Washington,2040,136204.7778,40889.31351,86964.57707,236508.7575,69721.9513,63547.63145
Wheeler,2040,253.8518063,91.40564731,112.6300368,437.7790781,298.7357563,528.6636783
Yamhill,2040,24240.44047,9282.638247,15974.56615,39479.70067,14336.53041,15631.52409
Baker,2045,3201.300029,1183.533861,1899.205977,6088.677106,3274.617047,4307.22014
Benton,2045,16331.04878,11605.32705,25616.05016,33155.25922,14252.37233,13822.08877
Clackamas,2045,89252.39944,32074.00226,50039.88198,162379.6451,66652.0329,63165.37988
Clatsop,2045,7681.811383,2922.97899,5663.741939,14362.955,7590.109341,7482.16131
Columbia,2045,11738.93622,4155.659902,6218.406528,21030.07939,9094.670441,8704.701165
Coos,2045,11984.14024,4728.854461,8172.111517,23518.26938,12815.17091,16497.56851
Crook,2045,4750.669799,1552.045552,2440.83997,8099.793514,4024.246475,5048.050567
Curry,2045,3436.267882,1359.742074,2203.254211,7473.001837,5261.760635,7827.546316
Deschutes,2045,36534.90871,11830.21684,22552.46837,67051.19912,27848.55228,28864.38931
Douglas,2045,22078.24571,8408.04952,14071.23519,40029.66432,20904.25971,27279.99676
Gilliam,2045,342.3219206,134.5788702,172.9528478,761.1102269,395.2028236,499.3641285
Grant,2045,1443.257639,532.413747,786.0183775,2713.087107,1617.67379,2105.014525
Harney,2045,1604.67042,648.0922361,908.7417748,2883.266552,1443.507373,1690.693268
Hood River,2045,5853.340615,1898.239239,3174.671358,9810.04222,3388.418126,3473.848526
Jackson,2045,45907.18716,16679.96066,31256.58679,79560.53968,37768.78667,44458.4489
Jefferson,2045,5561.738443,1896.522468,3096.657816,8535.529193,3537.949918,4187.268089
Josephine,2045,15955.013,6067.121472,9547.609974,28507.21046,15623.36178,21420.55308
Klamath,2045,15127.65696,5641.398823,9944.83664,25283.79601,12128.71171,13867.89238
Lake,2045,1428.685447,591.5957786,914.2614302,3205.246178,1632.708398,1955.116752
Lane,2045,71085.28008,30568.65978,66786.52045,138856.2002,61596.43891,65101.50118
Lincoln,2045,8015.108666,2951.543428,5518.112908,17222.01373,10783.75868,12389.49697
Linn,2045,26430.99982,8833.758454,15863.77809,42055.5945,17822.86283,19961.95159
Malheur,2045,8140.374276,2775.893504,5151.709304,12420.74662,4454.367519,5702.290315
Marion,2045,85898.90007,29333.25626,54686.69783,127389.8245,45746.90962,50423.31518
Morrow,2045,3229.961641,1102.212349,1582.815974,4407.231302,1754.881282,1700.601671
Multnomah,2045,157100.3494,51086.61763,151703.9278,343038.3276,108210.767,95456.37328
Polk,2045,18641.48986,7336.440332,13227.83255,28343.70057,12183.05036,13345.58743
Sherman,2045,353.4473068,116.7035798,208.658279,686.0642838,334.0032012,477.1992279
Tillamook,2045,4851.079436,1822.452495,3021.648787,9421.076899,5400.349658,6626.552325
Umatilla,2045,20448.79762,6931.139731,12622.77445,30312.42451,11347.95143,12037.62998
Union,2045,5932.040038,2354.759292,4397.553321,9247.859729,4586.939558,5302.104962
Wallowa,2045,1351.66329,391.4703691,808.8823373,2477.816678,1642.17525,1964.485861
Wasco,2045,5978.488346,2066.704517,3572.329155,9473.487899,4617.407005,5403.920073
Washington,2045,140340.25,42130.80166,89605.01003,243689.6758,71838.86079,65477.07522
Wheeler,2045,261.5592971,94.18092079,116.0497287,451.0709994,307.8060211,544.7150529
Yamhill,2045,24976.43276,9564.479255,16459.58859,40678.38991,14771.81853,16106.13103
Baker,2050,3298.498434,1219.468513,1956.869985,6273.542534,3374.041515,4437.996675
Benton,2050,16826.8948,11957.68992,26393.80894,34161.92472,14685.10523,14241.75733
Clackamas,2050,91962.29565,33047.83845,51559.2012,167309.8429,68675.73302,65083.21766
Clatsop,2050,7915.047819,3011.726964,5835.705415,14799.04544,7820.561504,7709.335938
Columbia,2050,12095.35575,4281.83474,6407.210823,21668.59817,9370.804339,8968.99475
Coos,2050,12348.0047,4872.432727,8420.234528,24232.33499,13204.26726,16998.47043
Crook,2050,4894.910426,1599.169017,2514.94916,8345.720794,4146.431317,5201.320319
Curry,2050,3540.600419,1401.02679,2270.149782,7699.898363,5421.519088,8065.20758
Deschutes,2050,37644.1877,12189.40786,23237.21017,69087.01879,28694.09466,29740.77471
Douglas,2050,22748.58908,8663.33612,14498.46838,41245.05165,21538.95832,28108.27657
Gilliam,2050,352.7155558,138.6649763,178.2040709,784.2191823,407.2020376,514.5259053
Grant,2050,1487.078068,548.5789819,809.8835983,2795.46231,1666.789871,2168.927327
Harney,2050,1653.39169,667.7697205,936.3331438,2970.808771,1487.335385,1742.026379
Hood River,2050,6031.060717,1955.873894,3271.061258,10107.89636,3491.297841,3579.322093
Jackson,2050,47301.02882,17186.4004,32205.60448,81976.17003,38915.52886,45808.30373
Jefferson,2050,5730.604871,1954.104999,3190.679056,8794.686351,3645.369743,4314.40262
Josephine,2050,16439.44176,6251.332425,9837.496098,29372.75113,16097.72089,22070.92748
Klamath,2050,15586.96539,5812.683913,10246.78343,26051.46683,12496.96568,14288.95164
Lake,2050,1472.063433,609.5579081,942.020388,3302.564396,1682.280962,2014.478332
Lane,2050,73243.58319,31496.79051,68814.3039,143072.1753,63466.64025,67078.1238
Lincoln,2050,8258.46473,3041.158681,5685.65477,17744.91137,11111.17695,12765.66894
Linn,2050,27233.50224,9101.970499,16345.43676,43332.49346,18364.00356,20568.03968
Malheur,2050,8387.533675,2860.175644,5308.126359,12797.8674,4589.611767,5875.424202
Marion,2050,88506.97677,30223.87747,56347.10446,131257.6555,47135.88491,51954.27627
Morrow,2050,3328.030274,1135.677903,1630.873696,4541.044392,1808.16328,1752.235622
Multnomah,2050,161870.2564,52637.71801,156309.9877,353453.7144,111496.2803,98354.63557
Polk,2050,19207.48587,7559.190555,13629.45821,29204.27672,12552.95417,13750.78838
Sherman,2050,364.1787328,120.2469533,214.9935965,706.8946818,344.144262,491.6880303
Tillamook,2050,4998.368718,1877.786101,3113.392591,9707.121204,5564.315974,6827.74881
Umatilla,2050,21069.66742,7141.584149,13006.02922,31232.77539,11692.49982,12403.11851
Union,2050,6112.149626,2426.254886,4531.072567,9528.644785,4726.208981,5463.088356
Wallowa,2050,1392.702716,403.3562576,833.4417575,2553.04856,1692.035248,2024.131907
Wasco,2050,6160.008205,2129.454144,3680.792808,9761.123516,4757.601485,5567.994794
Washington,2050,144601.284,43409.98407,92325.61227,251088.6223,74020.04424,67465.10108
Wheeler,2050,269.5008041,97.04045759,119.5732499,464.7664922,317.1516787,561.2537821
Yamhill,2050,25734.77137,9854.877566,16959.33736,41913.47396,15220.32294,16595.14806
