Geo,Year,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
Wasco,1995,5041,1596,2111,8094,2032,3958
Washington,1995,82698,25174,51292,149193,24518,37894
Wheeler,1995,267,98,112,535,201,352
Yamhill,1995,17891,6158,9299,26818,5665,9780
Baker,2000,3209,1195,1269,5834,2026,3199
Benton,2000,14365,8628,17879,28500,6078,8676
Clackamas,2000,73087,24152,38093,134552,32206,37585
Clatsop,2000,6663,2883,3838,12993,3659,5560
Columbia,2000,9723,3213,4290,17008,4364,5073
Coos,2000,10908,4432,5693,22067,7569,12027
Crook,2000,4134,1425,2103,6695,2147,2842
Curry,2000,3255,1158,1337,6749,3011,5613
Deschutes,2000,23755,7934,13485,44498,11720,15225
Douglas,2000,19377,7231,9788,34826,11319,17945
Gilliam,2000,350,129,155,697,217,363
Grant,2000,1590,613,606,2810,948,1334
Harney,2000,1636,509,673,2817,836,1142
Hood River,2000,4751,1490,2515,7496,1608,2627
Jackson,2000,36911,13275,21254,65797,18558,29620.32068
Jefferson,2000,4750,1370,2205,6406,1994,2388
Josephine,2000,13577,4737,6226,24612,8633,14567.67932
Klamath,2000,13623,4576,7409,22236,6557,9540
Lake,2000,1445,514,599,2640,897,1316
Lane,2000,60233,24632,49253,117096,29236,43018
Lincoln,2000,7535,2920,3816,15947,5446,8678
Linn,2000,20172,6891,11024,33404,9238,13726
Malheur,2000,7193,2492,4370,10493,2680,4317
Marion,2000,65449,22292,41261,100502,23298,35486
Morrow,2000,2832,898,1347,3814,995,1173
Multnomah,2000,123515,41865,109231,262692,50819,73462
Polk,2000,12976,5229,8354,21261,5563,9278
Sherman,2000,407,147,130,675,213,352
Tillamook,2000,4267,1649,2122,8444,2983,4799
Umatilla,2000,16170,5516,9324,24902,6090,8691
Union,2000,4830,2158,3312,8254,2371,3625
Wallowa,2000,1377,509,484,2623,862,1365
Wasco,2000,4904,1690,2422,8395,2430,3977
Washington,2000,101764,29736,68468,176790,32245,39604
Wheeler,2000,259,111,79,482,254,360
Yamhill,2000,18860,7182,11895,30546,6809,10002
Baker,2005,2759,1280,1609,5353,2240,3259
Benton,2005,13607,6926,22110,28897,8760,9195
Clackamas,2005,71475,26533,43865,133728,44866,40833
Clatsop,2005,6285,2565,4864,12443,4788,5696
Columbia,2005,9129,3760,5241,16754,5855,5482
Coos,2005,9910,4251,6902,20454,8944,12233
Crook,2005,4448,1706,2790,7372,2958,3501
Curry,2005,2817,1302,1718,6097,3311,5945
Deschutes,2005,27111,10132,17079,51631,18066,19470
Douglas,2005,18017,7497,11848,33075,13619,18850
Gilliam,2005,305,143,177,655,240,370
Grant,2005,1339,565,771,2527,1087,1397
Harney,2005,1412,603,768,2676,966,1235
Hood River,2005,4691,1557,2537,7685,2079,2631
Jackson,2005,36519,14127,25112,65960,25128,31352.45953
Jefferson,2005,4730,1670,2394,6723,2316,2767
Josephine,2005,12843,5360,7618,23964,10893,15283.54047
Klamath,2005,12919,4834,8117,21421,7991,9773
Lake,2005,1264,565,720,2520,1036,1400
Lane,2005,57795,23314,54889,116147,39146,44793
Lincoln,2005,6812,2858,4603,14505,6702,8924
Linn,2005,19974,7111,12125,33009,11501,14132
Malheur,2005,6951,2309,4514,10652,3100,4274
Marion,2005,67946,22115,44137,104222,30384,35968
Morrow,2005,2915,924,1572,3994,1221,1319
Multnomah,2005,129869,41133,99664,277854,71658,72648
Polk,2005,12629,4961,10665,20754,7273,9388
Sherman,2005,298,184,187,596,246,369
Tillamook,2005,4045,1641,2721,8012,3651,5135
Umatilla,2005,16094,5250,9956,24976,7350,8769
Union,2005,4636,1867,4147,7629,2946,3724
Wallowa,2005,1078,591,641,2305,1066,1449
Wasco,2005,4678,1701,2700,7837,3079,3939
Washington,2005,110226,32050,67486,191528,45485,43011
Wheeler,2005,201,116,128,448,246,411
Yamhill,2005,18606,6801,14248,31594,8981,10081
Baker,2010,2596.552173,959.9560774,1540.43275,4938.483624,2656.019096,3493.556278
Benton,2010,13246,9413,20777,26892,11560,11211
Clackamas,2010,72392,26015,40587,131705,54061,51233
Clatsop,2010,6230.663748,2370.807915,4593.821668,11649.69284,6156.28486,6068.728964
Columbia,2010,9521.369464,3370.626824,5043.706256,17057.35103,7376.623897,7060.322531
Coos,2010,9720.252741,3835.540941,6628.342775,19075.50461,10394.29593,13381.063
Crook,2010,3853.23521,1258.853345,1979.748312,6569.686146,3264.038308,4094.438681
Curry,2010,2787.132963,1102.877333,1787.044156,6061.299779,4267.77743,6348.868338
Deschutes,2010,29633.21018,9595.406544,18292.15013,54384.76094,22587.76693,23411.70528
Douglas,2010,17907.51143,6819.710447,11413.08093,32467.78213,16955.29956,22126.61551
Gilliam,2010,277.6549273,109.155985,140.2808511,617.3312078,320.5462597,405.0307691
Grant,2010,1170.616226,431.8370847,637.5340354,2200.56607,1312.083952,1707.362631
Harney,2010,1301.537009,525.6631021,737.0741288,2338.597433,1170.818784,1371.309543
Hood River,2010,4747.603834,1539.648635,2574.953843,7956.856968,2748.322359,2817.614362
Jackson,2010,37235,13529,25352,64531,30634,36059.93848
Jefferson,2010,4511.087342,1538.256174,2511.677602,6923.108322,2869.606555,3396.264004
Josephine,2010,12941,4921,7744,23122,12672,17374.06152
Klamath,2010,12269.93727,4575.699322,8066.187784,20507.51097,9837.513657,11248.15099
Lake,2010,1158.796823,479.8392186,741.5510829,2599.752867,1324.278418,1585.78159
Lane,2010,57656.77593,24794.02719,54170.08191,112625.2976,49960.4429,52803.37451
Lincoln,2010,6500.998855,2393.976332,4475.702974,13968.65547,8746.631609,10049.03476
Linn,2010,21438,7165,12867,34111,14456,16191
Malheur,2010,6602.600919,2251.507901,4178.515561,10074.38114,3612.906493,4625.087987
Marion,2010,69672,23792,44356,103325,37105,40898
Morrow,2010,2619.799407,893.9967647,1283.81102,3574.674635,1423.371994,1379.346179
Multnomah,2010,127423,41436,123046,278236,87769,77424
Polk,2010,15119.98268,5950.535693,10729.00292,22989.37826,9881.587358,10824.51308
Sherman,2010,286.6786506,94.65746134,169.2412779,556.4619657,270.9076719,387.0529725
Tillamook,2010,3934.676768,1478.178535,2450.838301,7641.369903,4380.186022,5374.750471
Umatilla,2010,16585.87743,5621.799196,10238.2445,24586.19655,9204.244427,9763.637897
Union,2010,4811.436389,1909.928873,3566.824892,7500.874662,3720.434751,4300.500433
Wallowa,2010,1096.324687,317.5188918,656.0788341,2009.739862,1331.956916,1593.380809
Wasco,2010,4849.110288,1676.28965,2897.491315,7683.880101,3745.146685,4383.081961
Washington,2010,113829,34172,72678,197655,58268,53108
Wheeler,2010,212.1489255,76.38948937,94.12712727,365.8605482,249.6593214,441.8145883
Yamhill,2010,20258.21078,7757.682556,13350.25775,32993.95894,11981.3192,13063.57078
Baker,2015,2675.389122,989.1024236,1587.203626,5088.426686,2736.66159,3599.628215
Benton,2015,13648.17726,9698.799073,21407.83473,27708.49938,11910.98664,11551.39025
Clackamas,2015,74589.97796,26804.87176,41819.30925,135703.8491,55702.40908,52788.54488
Clatsop,2015,6419.840198,2442.79078,4733.300046,12003.40275,6343.203006,6252.988723
Columbia,2015,9810.458869,3472.966357,5196.844105,17575.24916,7600.59418,7274.689219
Coos,2015,10015.38067,3951.996274,6829.593622,19654.67826,10709.88927,13787.34106
Crook,2015,3970.227779,1297.07486,2039.85776,6769.156051,3363.141583,4218.75471
Curry,2015,2871.756358,1136.363078,1841.302688,6245.333972,4397.356399,6541.633735
Deschutes,2015,30532.93864,9886.743875,18847.53944,56036.00011,23273.58047,24122.53537
Douglas,2015,18451.22227,7026.771631,11759.60679,33453.57434,17470.09919,22798.42749
Gilliam,2015,286.0851324,112.4701972,144.5400817,636.0747207,330.2787386,417.3283807
Grant,2015,1206.158671,444.9485942,656.8909499,2267.380023,1351.921663,1759.201859
Harney,2015,1341.054492,541.6233727,759.4532962,2409.602318,1206.367379,1412.945472
Hood River,2015,4891.751372,1586.395703,2653.13502,8198.444384,2831.76738,2903.163238
Jackson,2015,38365.53527,13939.76975,26121.74164,66490.30097,31564.11461,37154.79634
Jefferson,2015,4648.053727,1584.960964,2587.937576,7133.308889,2956.734027,3499.381937
Josephine,2015,13333.9168,5070.412221,7979.124617,23824.03401,13056.74937,17901.57567
Klamath,2015,12642.47915,4714.627467,8311.09472,21130.16343,10136.20188,11589.66922
Lake,2015,1193.980405,494.4081768,764.0661803,2678.686996,1364.48638,1633.929355
Lane,2015,59407.36056,25546.82757,55814.80296,116044.8456,51477.35019,54406.59936
Lincoln,2015,6698.383265,2466.66264,4611.595013,14392.77411,9012.198294,10354.14523
Linn,2015,22088.90413,7382.544923,13257.67,35146.68386,14894.91548,16682.59384
Malheur,2015,6803.070187,2319.868559,4305.384346,10380.26118,3722.602161,4765.515678
Marion,2015,71787.39286,24514.37667,45702.74426,106462.1709,38231.58819,42139.75189
Morrow,2015,2699.342193,921.1404433,1322.790304,3683.209501,1466.588651,1421.226117
Multnomah,2015,131291.8383,42694.08673,126781.9431,286683.8478,90433.85699,79774.76038
Polk,2015,15579.05811,6131.206848,11054.75869,23687.38559,10181.61376,11153.16875
Sherman,2015,295.3828355,97.53146694,174.3798098,573.3573565,279.1330157,398.8047393
Tillamook,2015,4054.142079,1523.059238,2525.251062,7873.378448,4513.177959,5537.93954
Umatilla,2015,17089.4606,5792.489199,10549.09978,25332.68674,9483.705229,10060.0831
Union,2015,4957.522022,1967.918451,3675.121423,7728.617467,3833.39521,4431.072943
Wallowa,2015,1129.61148,327.1594533,675.9988089,2070.759918,1372.398014,1641.759302
Wasco,2015,4996.339782,1727.185435,2985.465429,7917.179348,3858.857452,4516.161825
Washington,2015,117285.095,35209.53595,74884.66154,203656.234,60037.14272,54720.47394
Wheeler,2015,218.5902265,78.70883976,96.98503078,376.9688671,257.2395193,455.2290364
Yamhill,2015,20873.29395,7993.222605,13755.6005,33995.72701,12345.09801,13460.20909
Baker,2020,2756.619732,1019.133716,1635.394566,5242.922344,2819.752565,3708.920727
Benton,2020,14062.56549,9993.275625,22057.82298,28549.78945,12272.63,11902.11548
Clackamas,2020,76854.69129,27618.72574,43089.03408,139824.112,57393.6549,54391.31946
Clatsop,2020,6614.760455,2516.9592,4877.01329,12367.85207,6535.796392,6442.843008
Columbia,2020,10108.32565,3578.41314,5354.631551,18108.8718,7831.364686,7495.564544
Coos,2020,10319.46933,4071.987442,7036.95488,20251.43687,11035.06471,14205.95461
Crook,2020,4090.772496,1336.456863,2101.792261,6974.682294,3465.253847,4346.845243
Curry,2020,2958.949103,1170.865523,1897.208627,6434.955842,4530.869666,6740.251908
Deschutes,2020,31459.98481,10186.92684,19419.79157,57737.37447,23980.2168,24854.94781
Douglas,2020,19011.44136,7240.119641,12116.65393,34469.29733,18000.52925,23490.63715
Gilliam,2020,294.7712968,115.885036,148.9286317,655.3873273,340.3067167,429.9993745
Grant,2020,1242.780261,458.4581975,676.8355823,2336.222593,1392.968934,1812.615039
Harney,2020,1381.771812,558.0682317,782.5119436,2482.763064,1242.995306,1455.845557
Hood River,2020,5040.275542,1634.562114,2733.689947,8447.366917,2917.745973,2991.309564
Jackson,2020,39530.39604,14363.01136,26914.85431,68509.09055,32522.46951,38282.89645
Jefferson,2020,4789.178708,1633.083813,2666.512967,7349.891602,3046.506878,3605.630754
Josephine,2020,13738.7634,5224.360921,8221.388127,24547.3833,13453.18057,18445.10629
Klamath,2020,13026.3322,4857.773771,8563.437562,21771.72097,10443.95893,11941.55669
Lake,2020,1230.232237,509.4194802,787.2648849,2760.017737,1405.915142,1683.53899
Lane,2020,61211.09673,26322.4846,57509.4613,119568.2186,53040.31406,56058.50159
Lincoln,2020,6901.760692,2541.555862,4751.613028,14829.76992,9285.828159,10668.51951
Linn,2020,22759.57111,7606.694981,13660.20158,36213.81333,15347.15738,17189.11353
Malheur,2020,7009.626137,2390.304794,4436.105142,10695.4284,3835.628428,4910.207059
Marion,2020,73967.01364,25258.68625,47090.37859,109694.593,39392.38203,43419.20605
Morrow,2020,2781.30007,949.1082628,1362.953083,3795.039721,1511.11746,1464.377621
Multnomah,2020,135278.143,43990.3717,130631.3176,295388.1905,93179.62481,82196.89493
Polk,2020,16052.07207,6317.363572,11390.40512,24406.58594,10490.74961,11491.80311
Sherman,2020,304.3512983,100.4927336,179.6743586,590.7657281,287.6080988,410.9133152
Tillamook,2020,4177.234616,1569.302616,2601.923155,8112.431275,4650.20782,5706.083382
Umatilla,2020,17608.33365,5968.361721,10869.39331,26101.842,9771.651066,10365.52901
Union,2020,5108.043131,2027.668719,3786.706072,7963.275038,3949.785394,4565.609918
Wallowa,2020,1163.908931,337.092723,696.5235973,2133.632676,1414.066991,1691.606672
Wasco,2020,5148.039482,1779.626527,3076.110627,8157.562065,3976.020725,4653.282282
Washington,2020,120846.1246,36278.57375,77158.3221,209839.6785,61860.00044,56381.90608
Wheeler,2020,225.2270993,81.09861066,99.92970643,388.4144586,265.0498684,469.0507762
Yamhill,2020,21507.05237,8235.914161,14173.25033,35027.91094,12719.92193,13868.8902
Baker,2025,2840.31668,1050.076824,1685.048688,5402.108825,2905.366362,3821.531595
Benton,2025,14489.53544,10296.69312,22727.54627,29416.62291,12645.25364,12263.48949
Clackamas,2025,79188.16622,28457.29009,44397.31051,144069.475,59136.25061,56042.75776
Clatsop,2025,6815.598913,2593.379534,5025.08998,12743.36685,6734.23733,6638.46168
Columbia,2025,10415.23632,3687.061515,5517.209766,18658.69638,8069.141884,7723.146123
Coos,2025,10632.79077,4195.621803,7250.612076,20866.31437,11370.11319,14637.27817
Crook,2025,4214.977211,1377.034588,2165.607227,7186.448759,3570.466461,4478.824882
Curry,2025,3048.789208,1206.415537,1954.811991,6630.335042,4668.436685,6944.900559
Deschutes,2025,32415.1781,10496.22401,20009.41851,59490.40625,24708.30813,25609.59787
Douglas,2025,19588.6699,7459.945359,12484.5418,35515.85987,18547.06431,24203.86378
Gilliam,2025,303.721192,119.4035568,153.4504276,675.2863064,350.6391658,443.0550871
Grant,2025,1280.513762,472.3779816,697.3857769,2407.155372,1435.262489,1867.649959
Harney,2025,1423.725398,575.0123923,806.2707015,2558.14513,1280.735336,1500.048182
Hood River,2025,5193.309227,1684.190961,2816.690697,8703.847278,3006.335062,3082.132203
Jackson,2025,40730.6245,14799.1035,27732.0476,70589.17497,33509.92214,39445.24812
Jefferson,2025,4934.588549,1682.667775,2747.474078,7573.050234,3139.005427,3715.105515
Josephine,2025,14155.90202,5382.983837,8471.007282,25292.69504,13861.64828,19005.13968
Klamath,2025,13421.83987,5005.266307,8823.442079,22432.75759,10761.06015,12304.12822
Lake,2025,1267.584753,524.8865593,811.1679524,2843.817855,1448.601772,1734.654881
Lane,2025,63069.59824,27121.69226,59255.57313,123198.5687,54650.73291,57760.55914
Lincoln,2025,7111.3131,2618.723004,4895.882294,15280.03386,9567.76602,10992.43887
Linn,2025,23450.601,7837.65072,14074.95489,37313.34316,15813.13033,17711.01226
Malheur,2025,7222.453573,2462.879626,4570.794905,11020.16477,3952.086417,5059.291583
Marion,2025,76212.81242,26025.59469,48520.1445,113025.1585,40588.42009,44737.50721
Morrow,2025,2865.746366,977.9252459,1404.335292,3910.265349,1556.99826,1508.839298
Multnomah,2025,139385.4805,45326.01469,134597.5674,304356.8159,96008.76009,84692.57074
Polk,2025,16539.44775,6509.172416,11736.24249,25147.62276,10809.2715,11840.71915
Sherman,2025,313.5920631,103.5439107,185.1296614,608.7026555,296.3405038,423.3895337
Tillamook,2025,4304.064509,1616.950043,2680.923179,8358.742264,4791.398204,5879.332436
Umatilla,2025,18142.96081,6149.574113,11199.41164,26894.35047,10068.33956,10680.24893
Union,2025,5263.134387,2089.233134,3901.678672,8205.05732,4069.709436,4704.231726
Wallowa,2025,1199.247728,347.3275884,717.6715627,2198.414386,1457.001128,1742.967515
Wasco,2025,5304.345114,1833.659844,3169.50801,8405.243323,4096.741328,4794.566014
Washington,2025,124515.2748,37380.06984,79501.01592,216210.8658,63738.20407,58093.7829
Wheeler,2025,232.065482,83.56094018,102.9637888,400.207563,273.0973566,483.2921739
Yamhill,2025,22160.05308,8485.974358,14603.58092,36091.4342,13106.12632,14289.97975
Baker,2030,2926.554847,1081.959431,1736.210417,5566.128553,2993.579579,3937.561574
Benton,2030,14929.46913,10609.32303,23417.60381,30309.77532,13029.19094,12635.8356
Clackamas,2030,81592.4905,29321.31507,45745.30904,148443.7363,60931.75529,57744.3373
Clatsop,2030,7022.535262,2672.120155,5177.662598,13130.28308,6938.703365,6840.019759
Columbia,2030,10731.46546,3799.008691,5684.724207,19225.21483,8314.138513,7957.637571
Coos,2030,10955.62534,4323.009971,7470.756367,21499.86088,11715.33446,15081.69764
Crook,2030,4342.953051,1418.844342,2231.359754,7404.644912,3678.873559,4614.811708
Curry,2030,3141.357054,1243.044927,2014.164318,6831.646379,4810.180537,7155.762786
Deschutes,2030,33399.37314,10814.91211,20616.94781,61296.66387,25458.50589,26387.16075
Douglas,2030,20183.42436,7686.445462,12863.59953,36594.19832,19110.19337,24938.74552
Gilliam,2030,312.9428254,123.0289075,158.109515,695.7894617,361.2853306,456.5071994
Grant,2030,1319.392934,486.7204005,718.55992,2480.241825,1478.840167,1924.355858
Harney,2030,1466.952785,592.4710143,830.7508268,2635.815958,1319.621236,1545.592895
Hood River,2030,5350.989346,1735.326647,2902.211529,8968.114938,3097.613907,3175.712414
Jackson,2030,41967.29451,15248.43635,28574.05265,72732.41525,34527.35598,40642.89131
Jefferson,2030,5084.413348,1733.757214,2830.893343,7802.984446,3234.312432,3827.904168
Josephine,2030,14585.70587,5546.422889,8728.205416,26060.63606,14282.51795,19582.17689
Klamath,2030,13829.35601,5157.237036,9091.340896,23113.86471,11087.78925,12677.70821
Lake,2030,1306.071372,540.8232524,835.7967688,2930.162326,1492.58446,1787.322761
Lane,2030,64984.52788,27945.1656,61054.70071,126939.1442,56310.04756,59514.29486
Lincoln,2030,7327.227972,2698.233108,5044.531888,15743.96879,9858.264124,11326.19313
Linn,2030,24162.61205,8075.618776,14502.30102,38446.25709,16293.25123,18248.75696
Malheur,2030,7441.742911,2537.657988,4709.574141,11354.76085,4072.080323,5212.902636
Marion,2030,78526.79852,26815.78813,49993.32121,116456.8472,41820.77246,46095.83485
Morrow,2030,2952.756634,1007.617175,1446.973954,4028.989477,1604.272101,1554.650928
Multnomah,2030,143617.5257,46702.21069,138684.2412,313597.7482,98923.79405,87264.02068
Polk,2030,17041.62122,6706.804993,12092.58024,25911.15907,11137.4644,12200.22904
Sherman,2030,323.1133976,106.6877281,190.750599,627.1841868,305.3380435,436.2445572
Tillamook,2030,4434.745232,1666.04415,2762.321815,8612.531789,4936.875434,6057.841706
Umatilla,2030,18693.8204,6336.288506,11539.45004,27710.92121,10374.03616,11004.52443
Union,2030,5422.934549,2152.666779,4020.142089,8454.180636,4193.274631,4847.062393
Wallowa,2030,1235.659487,357.8732065,739.4616262,2265.16301,1501.238839,1795.887785
Wasco,2030,5465.396523,1889.33373,3265.74114,8660.44472,4221.12727,4940.139425
Washington,2030,128295.8283,38515.00975,81914.839,222775.4961,65673.43404,59857.63601
Wheeler,2030,239.1114928,86.09803136,106.0899925,412.3587317,281.389184,497.9659714
Yamhill,2030,22832.8803,8743.626924,15046.97727,37187.24834,13504.05671,14723.8545
Baker,2035,3015.411393,1114.810063,1788.925527,5735.128275,3084.47114,4057.114474
Benton,2035,15382.76016,10931.44507,24128.613,31230.04576,13424.7854,13019.48695
Clackamas,2035,84069.81528,30211.57372,47134.23573,152950.8098,62781.77539,59497.58049
Clatsop,2035,7235.754647,2753.251512,5334.867652,13528.94692,7149.377432,7047.697577
Columbia,2035,11057.296,3914.354825,5857.32475,19808.934,8566.573771,8199.248688
Coos,2035,11288.26186,4454.265919,7697.584716,22152.64323,12071.03739,15539.61066
Crook,2035,4474.814515,1461.92353,2299.108671,7629.465974,3790.57213,4754.92739
Curry,2035,3236.735459,1280.786464,2075.318711,7039.069964,4956.228039,7373.027247
Deschutes,2035,34413.45047,11143.27627,21242.92301,63157.76338,26231.48129,27188.33211
Douglas,2035,20796.23685,7919.822599,13254.16628,37705.27747,19690.42024,25695.93987
Gilliam,2035,322.4444476,126.7643316,162.9100624,716.9151372,372.2547359,470.367747
Grant,2035,1359.452562,501.4982863,740.3769559,2555.54734,1523.740959,1982.783471
Harney,2035,1511.49265,610.4597179,855.9742217,2715.845041,1359.687796,1592.520444
Hood River,2035,5513.456976,1788.014924,2990.328958,9240.406337,3191.664176,3272.133923
Jackson,2035,43241.51249,15711.41191,29441.62279,74940.72895,35575.68131,41876.89755
Jefferson,2035,5238.787153,1786.39784,2916.845398,8039.899959,3332.513165,3944.127631
Josephine,2035,15028.5595,5714.824304,8993.212642,26851.89343,14716.16614,20176.73421
Klamath,2035,14249.24522,5313.821925,9367.373702,23815.65172,11424.43856,13062.6309
Lake,2035,1345.726529,557.243818,861.1733695,3019.128403,1537.902558,1841.589752
Lane,2035,66957.59894,28793.64137,62908.4537,130793.2916,58019.7426,61321.27779
Lincoln,2035,7549.698488,2780.157311,5197.694805,16221.98979,10157.58238,11670.08089
Linn,2035,24896.2413,8320.812058,14942.6223,39613.56875,16787.94963,18802.82876
Malheur,2035,7667.690348,2614.706782,4852.567015,11699.51599,4195.717503,5371.177654
Marion,2035,80911.04225,27629.97355,51511.22675,119992.7294,43090.54172,47495.40426
Morrow,2035,3042.408722,1038.210615,1490.907218,4151.318326,1652.981277,1601.853499
Multnomah,2035,147978.0649,48120.19099,142894.9952,323119.2552,101927.3348,89913.5454
Polk,2035,17559.04176,6910.438122,12459.73718,26697.878,11475.62195,12570.65443
Sherman,2035,332.9238203,109.9269987,196.5422004,646.2268575,314.608768,449.4898871
Tillamook,2035,4569.393705,1716.628859,2846.191889,8874.026913,5086.769668,6241.770904
Umatilla,2035,19261.40529,6528.671952,11889.81274,28552.28482,10689.01438,11338.64563
Union,2035,5587.586591,2218.026406,4142.202313,8710.867876,4320.591534,4994.229708
Wallowa,2035,1273.176787,368.7390124,761.9132832,2333.938266,1546.819702,1850.414829
Wasco,2035,5631.337803,1946.697995,3364.896116,8923.394585,4349.289839,5090.132761
Washington,2035,132191.1676,39684.40888,84401.95098,229539.4428,67667.42177,61675.04352
Wheeler,2035,246.3714358,88.71215412,109.3111145,424.8788362,289.9327693,513.0852971
Yamhill,2035,23526.13601,9009.10238,15503.8361,38316.33376,13914.06912,15170.90262
Baker,2040,3106.965816,1148.658112,1843.241182,5909.259194,3178.122367,4180.297259
Benton,2040,15849.81408,11263.34742,24861.20996,32178.25761,13832.39097,13414.78678
Clackamas,2040,86622.35701,31128.86255,48565.33324,157594.7277,64687.96611,61304.05593
Clatsop,2040,7455.447834,2836.846193,5496.845792,13939.71506,7366.448019,7261.680945
Columbia,2040,11393.01946,4033.203118,6035.165819,20410.37616,8826.67351,8448.195642
Coos,2040,11630.99794,4589.507083,7931.300064,22825.24548,12437.54024,16011.4269
Crook,2040,4610.679578,1506.310696,2368.914591,7861.11309,3905.662112,4899.297287
Curry,2040,3335.00976,1319.673915,2138.329883,7252.791378,5106.70986,7596.888328
Deschutes,2040,35458.31738,11481.61028,21887.90418,65075.36991,27027.92589,28013.82878
Douglas,2040,21427.65566,8160.285571,13656.59149,38850.09138,20288.26406,26476.12427
Gilliam,2040,332.2345596,130.6131714,167.8563649,738.6822339,383.5571962,484.6491309
Grant,2040,1400.728487,516.7248608,762.8564043,2633.139294,1570.005035,2042.985073
Harney,2040,1557.384842,628.9945975,881.9634536,2798.30398,1400.970863,1640.872815
Hood River,2040,5680.857474,1842.30293,3081.121824,9520.965093,3288.570016,3371.482998
Jackson,2040,44554.41849,16188.44441,30335.53424,77216.09184,36655.83607,43148.37088
Jefferson,2040,5397.848081,1840.636748,3005.407144,8284.00874,3433.695484,4063.879891
Josephine,2040,15484.85913,5888.338751,9266.266061,27667.17509,15162.98083,20789.34357
Klamath,2040,14681.88317,5475.161071,9651.787462,24538.7465,11771.30926,13459.24067
Lake,2040,1386.585702,574.1629476,887.3204587,3110.795682,1584.596612,1897.504407
Lane,2040,68990.57671,29667.8787,64818.49064,134764.4593,59781.34768,63183.12463
Lincoln,2040,7778.92369,2864.56891,5355.50808,16714.52455,10465.98859,12024.40983
Linn,2040,25652.14512,8573.449939,15396.31268,40816.32252,17297.66815,19373.72337
