Geo,Year, MetroLandArea , TownLandArea , RuralAveDensity 
Sherman,2030,0,2.893364714,0.0046875
Tillamook,2030,0,9.243420129,0.0640625
Umatilla,2030,0,52.73554353,0.1609375
Union,2030,0,12.95500309,0.3265625
Wallowa,2030,0,4.029725016,0.0609375
Wasco,2030,0,10.78942933,0.340625
Washington,2030,120.0521534,2.695810308,0.50625
Wheeler,2030,0,1.592788709,0.0015625
Yamhill,2030,0,29.01417777,0.403125
Baker,2035,0,12.75561555,0.128125
Benton,2035,29.04081193,0.58541386,0.2625
Clackamas,2035,92.11378786,16.54897385,0.428125
Clatsop,2035,0,20.14174158,0.0953125
Columbia,2035,0,21.13065165,0.2265625
Coos,2035,0,23.16702892,0.221875
Crook,2035,0,14.46695188,0.0609375
Curry,2035,0,22.29123359,0.1234375
Deschutes,2035,34.3227206, 32.48 , 0.26 
Douglas,2035,0,45.37391097,0.2828125
Gilliam,2035,0,4.903575968,0.003125
Grant,2035,0,11.89479176,0.01875
Harney,2035,0,6.348754545,0.2640625
Hood River,2035,0,6.277032824,0.2765625
Jackson,2035,46.38955908,3.759802701,0.409375
Jefferson,2035,0,6.958368679,0.3140625
Josephine,2035,17.82135966,2.843366785,0.23125
Klamath,2035,0,39.60836233,0.0875
Lake,2035,0,6.265925889,0.1
Lane,2035,71.29636261,28.00995783,0.25625
Lincoln,2035,0,27.33358292,0.1796875
Linn,2035,27.26696993,25.08858882,0.1609375
Malheur,2035,0,16.48739075,0.1234375
Marion,2035,59.36615134,26.07629175,0.309375
Morrow,2035,0,11.07640612,0.2015625
Multnomah,2035,152.5517575,0,0.221875
Polk,2035,7.677125,15.84554061,0.2390625
Sherman,2035,0,2.891891821,0.0046875
Tillamook,2035,0,9.351603929,0.0640625
Umatilla,2035,0,53.80494274,0.1609375
Union,2035,0,13.08430565,0.3265625
Wallowa,2035,0,4.027790391,0.0609375
Wasco,2035,0,11.00784635,0.340625
Washington,2035,121.1314575,2.7712259,0.50625
Wheeler,2035,0,1.573318952,0.0015625
Yamhill,2035,0,29.9764046,0.403125
Baker,2040,0,12.73932458,0.128125
Benton,2040,29.19393434,0.594870731,0.2625
Clackamas,2040,92.73805171,16.89643562,0.428125
Clatsop,2040,0,20.22111985,0.0953125
Columbia,2040,0,21.48945019,0.2265625
Coos,2040,0,23.13379678,0.221875
Crook,2040,0,14.66817938,0.0609375
Curry,2040,0,22.44370027,0.1234375
Deschutes,2040,34.85235099, 33.93 , 0.26 
Douglas,2040,0,46.1887915,0.2828125
Gilliam,2040,0,4.950251924,0.003125
Grant,2040,0,11.76896039,0.01875
Harney,2040,0,6.324372641,0.2640625
Hood River,2040,0,6.451531541,0.2765625
Jackson,2040,46.67505738,3.831753104,0.409375
Jefferson,2040,0,7.093693381,0.3140625
Josephine,2040,17.93254387,2.89876152,0.23125
Klamath,2040,0,39.60822297,0.0875
Lake,2040,0,6.31946486,0.1
Lane,2040,71.68951675,28.49413745,0.25625
Lincoln,2040,0,27.61666644,0.1796875
Linn,2040,27.43303723,25.56568231,0.1609375
Malheur,2040,0,16.49622929,0.1234375
Marion,2040,59.78715549,26.64954206,0.309375
Morrow,2040,0,11.28012165,0.2015625
Multnomah,2040,154.0864951,0,0.221875
Polk,2040,7.677125,16.42448145,0.2390625
Sherman,2040,0,2.88513581,0.0046875
Tillamook,2040,0,9.447604515,0.0640625
Umatilla,2040,0,54.88311521,0.1609375
Union,2040,0,13.20193362,0.3265625
Wallowa,2040,0,4.024026835,0.0609375
Wasco,2040,0,11.2205763,0.340625
Washington,2040,122.2107617,2.846641493,0.50625
Wheeler,2040,0,1.552900363,0.0015625
Yamhill,2040,0,30.87903422,0.403125
Baker,2045,0,12.7208797,0.128125
Benton,2045,29.32825765,0.603166566,0.2625
Clackamas,2045,93.35362544,17.23906052,0.428125
Clatsop,2045,0,20.2946163,0.0953125
Columbia,2045,0,21.83108829,0.2265625
Coos,2045,0,23.08588743,0.221875
Crook,2045,0,14.80263975,0.0609375
Curry,2045,0,22.56162522,0.1234375
Deschutes,2045,35.36360105, 35.33 , 0.26 
Douglas,2045,0,46.81072882,0.2828125
Gilliam,2045,0,4.997396488,0.003125
Grant,2045,0,11.63910844,0.01875
Harney,2045,0,6.300935435,0.2640625
Hood River,2045,0,6.622502114,0.2765625
Jackson,2045,46.94807098,3.900557151,0.409375
Jefferson,2045,0,7.218083575,0.3140625
Josephine,2045,18.02571295,2.94518067,0.23125
Klamath,2045,0,39.47475603,0.0875
Lake,2045,0,6.371126897,0.1
Lane,2045,72.05807989,28.94803263,0.25625
Lincoln,2045,0,27.91073574,0.1796875
Linn,2045,27.60607342,26.06279666,0.1609375
Malheur,2045,0,16.50029908,0.1234375
Marion,2045,60.20451103,27.21782434,0.309375
Morrow,2045,0,11.48347867,0.2015625
Multnomah,2045,155.6363738,0,0.221875
Polk,2045,7.677125,17.00606002,0.2390625
Sherman,2045,0,2.874563228,0.0046875
Tillamook,2045,0,9.544118046,0.0640625
Umatilla,2045,0,55.98413029,0.1609375
Union,2045,0,13.30926739,0.3265625
Wallowa,2045,0,4.020410813,0.0609375
Wasco,2045,0,11.42286223,0.340625
Washington,2045,123.3177235,2.92398964,0.50625
Wheeler,2045,0,1.53197042,0.0015625
Yamhill,2045,0,31.73458616,0.403125
Baker,2050,0,12.70555818,0.128125
Benton,2050,29.45886226,0.611232733,0.2625
Clackamas,2050,93.96919917,17.58168542,0.428125
Clatsop,2050,0,20.37706689,0.0953125
Columbia,2050,0,22.17187398,0.2265625
Coos,2050,0,23.07940553,0.221875
Crook,2050,0,14.89189516,0.0609375
Curry,2050,0,22.62543855,0.1234375
Deschutes,2050,35.87469319, 36.73 , 0.26 
Douglas,2050,0,47.42301497,0.2828125
Gilliam,2050,0,5.04644947,0.003125
Grant,2050,0,11.5119557,0.01875
Harney,2050,0,6.278419663,0.2640625
Hood River,2050,0,6.786669157,0.2765625
Jackson,2050,47.20644507,3.965671795,0.409375
Jefferson,2050,0,7.343658158,0.3140625
Josephine,2050,18.1209012,2.992605819,0.23125
Klamath,2050,0,39.34111258,0.0875
Lake,2050,0,6.421369962,0.1
Lane,2050,72.45615446,29.43827189,0.25625
Lincoln,2050,0,28.23015285,0.1796875
Linn,2050,27.78374001,26.57321367,0.1609375
Malheur,2050,0,16.50219118,0.1234375
Marion,2050,60.63181644,27.79965463,0.309375
Morrow,2050,0,11.69079516,0.2015625
Multnomah,2050,157.1862524,0,0.221875
Polk,2050,7.677125,17.60541361,0.2390625
Sherman,2050,0,2.863284917,0.0046875
Tillamook,2050,0,9.645432743,0.0640625
Umatilla,2050,0,57.12518028,0.1609375
Union,2050,0,13.40928217,0.3265625
Wallowa,2050,0,4.016773378,0.0609375
Wasco,2050,0,11.61465718,0.340625
Washington,2050,124.4246853,3.001337787,0.50625
Wheeler,2050,0,1.509811775,0.0015625
Yamhill,2050,0,32.5675037,0.403125
