Geo,Year,AutoFatal,AutoInjur,BikeFatal,BikeInjur,WalkFatal,WalkInjur,BusFatal,BusInjur,RailFatal,RailInjur
Albany,2000,0.442694501,69.24681729,0.094988234,8.376744669,0.150250545,2.674669215,0.001185975,0.046781247,0.004506706,0.133574702
Bend,2000,0.442694501,69.24681729,0.094988234,8.376744669,0.150250545,2.674669215,0.001185975,0.046781247,0.004506706,0.133574702
Corvallis,2000,0.326416211,75.85835499,0,12.29402778,0.162524325,3.712473601,0.001185975,0,0.004506706,0.16985533
EugeneSpringfield,2000,0.355590658,73.27336064,0.061380159,6.133585375,0.262558217,2.766295728,0.001185975,0.436132715,0.004506706,0.12480895
GrantsPass,2000,0.442694501,69.24681729,0.094988234,8.376744669,0.150250545,2.674669215,0.001185975,0.046781247,0.004506706,0.133574702
Metro,2000,0.295595141,85.48958492,0.039795887,4.355067129,0.183168924,3.636830488,0.001185975,0.244771779,0.004506706,0.187736348
None,2000,1.340118614,41.78532932,0.027369211,0.808558363,0.134254353,0.839970039,0.001185975,0.025023541,0.004506706,0.067069758
RogueValley,2000,0.216414528,75.56246797,0.02322036,4.827068886,0.262398869,2.525291804,0.001185975,0.071967623,0.004506706,0.237253439
SalemKeizer,2000,0.326467541,90.39023897,0.032710048,4.595839711,0.211751243,3.455253749,0.001185975,0.048943121,0.004506706,0
Albany,2005,0.409567702,64.06508266,0.087880271,7.749913435,0.139007307,2.474523899,0.001097229,0.043280609,0.00416947,0.123579316
Bend,2005,0.409567702,64.06508266,0.087880271,7.749913435,0.139007307,2.474523899,0.001097229,0.043280609,0.00416947,0.123579316
Corvallis,2005,0.301990508,70.18187945,0,11.37406652,0.150362641,3.434669454,0.001097229,0,0.00416947,0.157145067
EugeneSpringfield,2005,0.328981834,67.79032005,0.056787086,5.674609599,0.242911004,2.559294007,0.001097229,0.403496934,0.00416947,0.115469505
GrantsPass,2005,0.409567702,64.06508266,0.087880271,7.749913435,0.139007307,2.474523899,0.001097229,0.043280609,0.00416947,0.123579316
Metro,2005,0.273475777,79.0924051,0.036817963,4.029177752,0.169462406,3.36468671,0.001097229,0.226455524,0.00416947,0.17368805
None,2005,1.239837629,38.65853597,0.025321175,0.748053996,0.124208109,0.777115138,0.001097229,0.023151032,0.00416947,0.062050932
RogueValley,2005,0.200220244,69.90813363,0.021482782,4.46585965,0.242763579,2.33632439,0.001097229,0.066582291,0.00416947,0.219499781
SalemKeizer,2005,0.302037997,83.62634354,0.030262357,4.251933338,0.195905912,3.196697346,0.001097229,0.045280711,0.00416947,0
Albany,2010,0.358371739,56.05694733,0.076895237,6.781174256,0.121631394,2.165208412,0.000960075,0.037870533,0.003648286,0.108131902
Bend,2010,0.358371739,56.05694733,0.076895237,6.781174256,0.121631394,2.165208412,0.000960075,0.037870533,0.003648286,0.108131902
Corvallis,2010,0.264241695,61.40914452,0,9.952308201,0.131567311,3.005335772,0.000960075,0,0.003648286,0.137501934
EugeneSpringfield,2010,0.287859104,59.31653004,0.0496887,4.965283399,0.212547128,2.239382256,0.000960075,0.353059817,0.003648286,0.101035817
GrantsPass,2010,0.358371739,56.05694733,0.076895237,6.781174256,0.121631394,2.165208412,0.000960075,0.037870533,0.003648286,0.108131902
Metro,2010,0.239291305,69.20585446,0.032215718,3.525530533,0.148279605,2.944100871,0.000960075,0.198148583,0.003648286,0.151977043
None,2010,1.084857926,33.82621897,0.022156028,0.654547246,0.108682095,0.679975746,0.000960075,0.020257153,0.003648286,0.054294566
RogueValley,2010,0.175192713,61.16961692,0.018797434,3.907627194,0.212418132,2.044283842,0.000960075,0.058259504,0.003648286,0.192062308
SalemKeizer,2010,0.264283248,73.1730506,0.026479562,3.720441671,0.171417673,2.797110178,0.000960075,0.039620622,0.003648286,0
Albany,2015,0.432004667,65.42774177,0.062937909,6.851461983,0.182927935,3.049288238,0.000960075,0,0.003648286,0.157627775
Bend,2015,0.275474242,66.73274885,0.02003478,6.612715338,0.130604407,2.572840953,0.000960075,0,0.003648286,0.069635326
Corvallis,2015,0.210940528,77.17469124,0,12.93211646,0.136076498,4.294788926,0.000960075,0.066414203,0.003648286,0.139270652
EugeneSpringfield,2015,0.277634498,75.11649731,0.062744961,5.989158907,0.213000566,3.030573454,0.000960075,0.239880397,0.003648286,0.177519057
GrantsPass,2015,0.329350001,60.05846551,0.02003478,6.262766215,0.260729927,2.782077105,0.000960075,0.032473217,0.003648286,0.069635326
Metro,2015,0.226650954,95.89921918,0.020855886,4.693372848,0.193754774,3.84882218,0.000960075,0.216804304,0.003648286,0.241115049
None,2015,0.933613146,40.89392003,0.025494657,0.83109776,0.117062914,0.91132295,0.000960075,0.02310062,0.003648286,0.065027288
RogueValley,2015,0.228772441,73.39175883,0,4.37917134,0.170648881,2.676489798,0.000960075,0.131039371,0.003648286,0.093276925
SalemKeizer,2015,0.243924109,91.20456778,0.013537455,4.422756215,0.202035676,3.543970135,0.000960075,0.037535825,0.003648286,0.065086909
Albany,2020,0.440104486,79.39901977,0,3.13786766,0.433518288,2.0499785,0.000960075,0.084400514,0.003648286,0.136799248
Bend,2020,0.395330408,70.44273036,0.033838763,3.437216747,0.200183235,1.843644284,0.000960075,0.065003259,0.003648286,0.097642007
Corvallis,2020,0.745727772,89.46084259,0.131655258,9.942831993,0.351295504,5.653126273,0.000960075,0.142412715,0.003648286,0.132087968
EugeneSpringfield,2020,0.331219265,79.44720593,0.023257039,3.603598773,0.204931187,2.833096338,0.000960075,0.261188684,0.003648286,0.011692383
GrantsPass,2020,0.794830206,66.0481742,0,1.687615615,0.334294313,2.132849811,0.000960075,0.030892164,0.003648286,0.060288172
Metro,2020,0.323946086,89.53160519,0.042025944,3.111123509,0.307385655,3.953501447,0.000960075,0.305414167,0.003648286,0.237433005
None,2020,1.191456913,46.3923878,0.022554641,0.710755548,0.124570104,0.887986129,0.000960075,0.031010344,0.003648286,0.078724776
RogueValley,2020,0.528028268,84.37694278,0.01570044,3.452190775,0.288512212,2.797584616,0.000960075,0.048125649,0.003648286,0.065218256
SalemKeizer,2020,0.383073222,108.0149983,0.0748516,3.629763042,0.264665646,3.880835482,0.000960075,0.071615873,0.003648286,0.083263208
Albany,2025,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2025,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2025,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2025,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2025,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2025,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2025,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2025,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2025,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
Albany,2030,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2030,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2030,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2030,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2030,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2030,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2030,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2030,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2030,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
Albany,2035,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2035,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2035,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2035,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2035,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2035,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2035,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2035,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2035,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
Albany,2040,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2040,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2040,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2040,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2040,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2040,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2040,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2040,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2040,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
Albany,2045,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2045,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2045,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2045,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2045,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2045,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2045,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2045,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2045,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
Albany,2050,0.39070931,70.48766193,0,2.785688733,0.384862315,1.819898935,0.000852321,0.074927813,0.00323882,0.12144557
Bend,2050,0.350960456,62.53658266,0.030040866,3.051440342,0.177715648,1.636722662,0.000852321,0.057707611,0.00323882,0.086683145
Corvallis,2050,0.662030933,79.42019495,0.116878915,8.826897136,0.311867814,5.018647015,0.000852321,0.126429008,0.00323882,0.11726306
EugeneSpringfield,2050,0.294044834,70.53043992,0.020646783,3.199148463,0.181930713,2.515123455,0.000852321,0.231874143,0.00323882,0.010380087
GrantsPass,2050,0.705622349,58.63525,0,1.498205889,0.296774753,1.893469175,0.000852321,0.027424978,0.00323882,0.053521722
Metro,2050,0.287587961,79.4830155,0.037309157,2.761946215,0.272886192,3.509779772,0.000852321,0.271135974,0.00323882,0.210784685
None,2050,1.057733614,41.18553298,0.020023219,0.63098382,0.110588964,0.788322907,0.000852321,0.027529894,0.00323882,0.069889092
RogueValley,2050,0.468764957,74.90688719,0.0139383,3.064733758,0.256131012,2.483597394,0.000852321,0.042724262,0.00323882,0.057898477
SalemKeizer,2050,0.340078956,95.8919229,0.066450622,3.222376182,0.234960868,3.445269479,0.000852321,0.063578057,0.00323882,0.073918153
