Geo,Year, MetroLandArea , TownLandArea , RuralAveDensity 
Tillamook,2030,0,8.781858228,0.0640625
Umatilla,2030,0,49.08097817,0.1609375
Union,2030,0,12.51620288,0.3265625
Wallowa,2030,0,4.035766853,0.0609375
Wasco,2030,0,10.10295317,0.340625
Washington,2030,111.9389182,1.717093425,0.50625
Wheeler,2030,0,1.612922468,0.0015625
Yamhill,2030,0,26.25674754,0.403125
Baker,2035,0,12.68018853,0.128125
Benton,2035,28.11377978,0.520373769,0.2625
Clackamas,2035,89.58618867,14.95499933,0.428125
Clatsop,2035,0,19.4983803,0.0953125
Columbia,2035,0,18.8863981,0.2265625
Coos,2035,0,23.09483841,0.221875
Crook,2035,0,13.18354858,0.0609375
Curry,2035,0,20.61839592,0.1234375
Deschutes,2035,32.18403582,26.48201376,0.26
Douglas,2035,0,41.14128321,0.2828125
Gilliam,2035,0,4.206602875,0.003125
Grant,2035,0,12.23433283,0.01875
Harney,2035,0,6.545597219,0.2640625
Hood River,2035,0,5.509857457,0.2765625
Jackson,2035,45.13365791,3.416094193,0.409375
Jefferson,2035,0,6.281525499,0.3140625
Josephine,2035,16.11922003,2.599678237,0.23125
Klamath,2035,0,38.34258889,0.0875
Lake,2035,0,5.991299651,0.1
Lane,2035,69.77753425,25.49915671,0.25625
Lincoln,2035,0,25.48806871,0.1796875
Linn,2035,26.60816089,22.85570642,0.1609375
Malheur,2035,0,15.11155821,0.1234375
Marion,2035,57.74992193,22.57981539,0.309375
Morrow,2035,0,10.24763262,0.2015625
Multnomah,2035,146.1527052,0,0.221875
Polk,2035,7.723298433,13.77667124,0.2390625
Sherman,2035,0,2.819450356,0.0046875
Tillamook,2035,0,8.790640086,0.0640625
Umatilla,2035,0,49.13005915,0.1609375
Union,2035,0,12.52871908,0.3265625
Wallowa,2035,0,4.03980262,0.0609375
Wasco,2035,0,10.11305613,0.340625
Washington,2035,112.0732449,1.718810518,0.50625
Wheeler,2035,0,1.61453539,0.0015625
Yamhill,2035,0,26.28300428,0.403125
Baker,2040,0,12.69286872,0.128125
Benton,2040,28.14751631,0.520894143,0.2625
Clackamas,2040,89.69369209,14.96995433,0.428125
Clatsop,2040,0,19.51787868,0.0953125
Columbia,2040,0,18.9052845,0.2265625
Coos,2040,0,23.11793324,0.221875
Crook,2040,0,13.19673213,0.0609375
Curry,2040,0,20.63901432,0.1234375
Deschutes,2040,32.22265666,26.50849578,0.26
Douglas,2040,0,41.1824245,0.2828125
Gilliam,2040,0,4.210809478,0.003125
Grant,2040,0,12.24656716,0.01875
Harney,2040,0,6.552142816,0.2640625
Hood River,2040,0,5.515367314,0.2765625
Jackson,2040,45.1878183,3.419510287,0.409375
Jefferson,2040,0,6.287807025,0.3140625
Josephine,2040,16.13856309,2.602277915,0.23125
Klamath,2040,0,38.38093148,0.0875
Lake,2040,0,5.997290951,0.1
Lane,2040,69.86126729,25.52465586,0.25625
Lincoln,2040,0,25.51355678,0.1796875
Linn,2040,26.64009069,22.87856213,0.1609375
Malheur,2040,0,15.12666976,0.1234375
Marion,2040,57.81922183,22.6023952,0.309375
Morrow,2040,0,10.25788025,0.2015625
Multnomah,2040,146.3280884,0,0.221875
Polk,2040,7.732566391,13.79044791,0.2390625
Sherman,2040,0,2.822269806,0.0046875
Tillamook,2040,0,8.799430726,0.0640625
Umatilla,2040,0,49.17918921,0.1609375
Union,2040,0,12.5412478,0.3265625
Wallowa,2040,0,4.043842423,0.0609375
Wasco,2040,0,10.12316918,0.340625
Washington,2040,112.2077328,1.720529329,0.50625
Wheeler,2040,0,1.616149926,0.0015625
Yamhill,2040,0,26.30928729,0.403125
Baker,2045,0,12.70556159,0.128125
Benton,2045,28.18129333,0.521415037,0.2625
Clackamas,2045,89.80132452,14.98492429,0.428125
Clatsop,2045,0,19.53739656,0.0953125
Columbia,2045,0,18.92418979,0.2265625
Coos,2045,0,23.14105118,0.221875
Crook,2045,0,13.20992886,0.0609375
Curry,2045,0,20.65965333,0.1234375
Deschutes,2045,32.26132385,26.53500427,0.26
Douglas,2045,0,41.22360692,0.2828125
Gilliam,2045,0,4.215020288,0.003125
Grant,2045,0,12.25881373,0.01875
Harney,2045,0,6.558694959,0.2640625
Hood River,2045,0,5.520882682,0.2765625
Jackson,2045,45.24204369,3.422929797,0.409375
Jefferson,2045,0,6.294094832,0.3140625
Josephine,2045,16.15792937,2.604880193,0.23125
Klamath,2045,0,38.41931242,0.0875
Lake,2045,0,6.003288242,0.1
Lane,2045,69.94510081,25.55018052,0.25625
Lincoln,2045,0,25.53907034,0.1796875
Linn,2045,26.6720588,22.90144069,0.1609375
Malheur,2045,0,15.14179643,0.1234375
Marion,2045,57.8886049,22.6249976,0.309375
Morrow,2045,0,10.26813813,0.2015625
Multnomah,2045,146.5036821,0,0.221875
Polk,2045,7.741845471,13.80423836,0.2390625
Sherman,2045,0,2.825092076,0.0046875
Tillamook,2045,0,8.808230157,0.0640625
Umatilla,2045,0,49.2283684,0.1609375
Union,2045,0,12.55378905,0.3265625
Wallowa,2045,0,4.047886265,0.0609375
Wasco,2045,0,10.13329235,0.340625
Washington,2045,112.3423821,1.722249858,0.50625
Wheeler,2045,0,1.617766076,0.0015625
Yamhill,2045,0,26.33559658,0.403125
Baker,2050,0,12.71826715,0.128125
Benton,2050,28.21511088,0.521936452,0.2625
Clackamas,2050,89.90908611,14.99990921,0.428125
Clatsop,2050,0,19.55693395,0.0953125
Columbia,2050,0,18.94311398,0.2265625
Coos,2050,0,23.16419223,0.221875
Crook,2050,0,13.22313879,0.0609375
Curry,2050,0,20.68031299,0.1234375
Deschutes,2050,32.30003744,26.56153928,0.26
Douglas,2050,0,41.26483053,0.2828125
Gilliam,2050,0,4.219235308,0.003125
Grant,2050,0,12.27107254,0.01875
Harney,2050,0,6.565253654,0.2640625
Hood River,2050,0,5.526403564,0.2765625
Jackson,2050,45.29633414,3.426352727,0.409375
Jefferson,2050,0,6.300388926,0.3140625
Josephine,2050,16.17731888,2.607485073,0.23125
Klamath,2050,0,38.45773173,0.0875
Lake,2050,0,6.00929153,0.1
Lane,2050,70.02903493,25.5757307,0.25625
Lincoln,2050,0,25.56460941,0.1796875
Linn,2050,26.70406527,22.92434213,0.1609375
Malheur,2050,0,15.15693823,0.1234375
Marion,2050,57.95807123,22.6476226,0.309375
Morrow,2050,0,10.27840627,0.2015625
Multnomah,2050,146.6794865,0,0.221875
Polk,2050,7.751135686,13.81804259,0.2390625
Sherman,2050,0,2.827917168,0.0046875
Tillamook,2050,0,8.817038387,0.0640625
Umatilla,2050,0,49.27759677,0.1609375
Union,2050,0,12.56634284,0.3265625
Wallowa,2050,0,4.051934151,0.0609375
Wasco,2050,0,10.14342565,0.340625
Washington,2050,112.477193,1.723972108,0.50625
Wheeler,2050,0,1.619383842,0.0015625
Yamhill,2050,0,26.36193217,0.403125
